Truck_id,Route_id,Pick_station,Drop_station
0,0,"(125, 0, 0)","(625, 0, 200)"
1,1,"(375, 0, 150)","(625, 0, 200)"
2,2,"(625, 0, 200)","(125, 0, 50)"
3,3,"(125, 0, 100)","(375, 0, 200)"
4,4,"(625, 0, 200)","(375, 0, 50)"
5,5,"(625, 0, 0)","(125, 0, 200)"
6,6,"(125, 0, 0)","(125, 0, 200)"
7,7,"(125, 0, 200)","(375, 0, 0)"
8,8,"(625, 0, 150)","(625, 0, 200)"
9,9,"(125, 0, 150)","(375, 0, 200)"
10,10,"(375, 0, 0)","(375, 0, 200)"
11,11,"(625, 0, 50)","(375, 0, 200)"
12,12,"(625, 0, 0)","(125, 0, 200)"
13,13,"(125, 0, 200)","(125, 0, 100)"
14,14,"(625, 0, 200)","(375, 0, 100)"
15,15,"(125, 0, 200)","(625, 0, 0)"
16,16,"(625, 0, 150)","(125, 0, 200)"
17,17,"(125, 0, 0)","(125, 0, 200)"
18,18,"(375, 0, 200)","(375, 0, 0)"
19,19,"(625, 0, 50)","(625, 0, 200)"
20,20,"(625, 0, 0)","(125, 0, 200)"
21,21,"(625, 0, 50)","(375, 0, 200)"
22,22,"(125, 0, 200)","(625, 0, 100)"
23,23,"(625, 0, 200)","(125, 0, 0)"
24,24,"(625, 0, 100)","(625, 0, 200)"
25,25,"(625, 0, 50)","(625, 0, 200)"
26,26,"(375, 0, 200)","(125, 0, 50)"
27,27,"(375, 0, 200)","(125, 0, 100)"
28,28,"(125, 0, 200)","(375, 0, 50)"
29,29,"(625, 0, 200)","(375, 0, 100)"
30,30,"(125, 0, 200)","(375, 0, 50)"
31,31,"(625, 0, 50)","(125, 0, 200)"
32,32,"(375, 0, 50)","(625, 0, 200)"
33,33,"(625, 0, 200)","(125, 0, 100)"
34,34,"(125, 0, 200)","(375, 0, 0)"
35,35,"(125, 0, 200)","(375, 0, 150)"
36,36,"(625, 0, 50)","(625, 0, 200)"
37,37,"(375, 0, 0)","(125, 0, 200)"
38,38,"(125, 0, 200)","(625, 0, 50)"
39,39,"(375, 0, 50)","(375, 0, 200)"
40,40,"(125, 0, 100)","(375, 0, 200)"
41,41,"(125, 0, 150)","(125, 0, 200)"
42,42,"(125, 0, 150)","(625, 0, 200)"
43,43,"(125, 0, 200)","(375, 0, 0)"
44,44,"(625, 0, 200)","(375, 0, 50)"
45,45,"(375, 0, 100)","(125, 0, 200)"
46,46,"(375, 0, 200)","(625, 0, 0)"
47,47,"(625, 0, 200)","(375, 0, 50)"
48,48,"(625, 0, 200)","(625, 0, 50)"
49,49,"(625, 0, 150)","(125, 0, 200)"
50,50,"(125, 0, 50)","(125, 0, 200)"
51,51,"(375, 0, 200)","(375, 0, 0)"
52,52,"(125, 0, 50)","(625, 0, 200)"
53,53,"(375, 0, 100)","(375, 0, 200)"
54,54,"(125, 0, 100)","(125, 0, 200)"
55,55,"(125, 0, 100)","(125, 0, 200)"
56,56,"(625, 0, 200)","(625, 0, 0)"
57,57,"(625, 0, 200)","(375, 0, 150)"
58,58,"(125, 0, 100)","(125, 0, 200)"
59,59,"(125, 0, 100)","(625, 0, 200)"
60,60,"(375, 0, 100)","(125, 0, 200)"
61,61,"(625, 0, 50)","(375, 0, 200)"
62,62,"(375, 0, 200)","(625, 0, 100)"
63,63,"(625, 0, 100)","(625, 0, 200)"
64,64,"(625, 0, 200)","(375, 0, 150)"
65,65,"(125, 0, 200)","(625, 0, 150)"
66,66,"(625, 0, 200)","(625, 0, 50)"
67,67,"(125, 0, 200)","(625, 0, 100)"
68,68,"(375, 0, 100)","(625, 0, 200)"
69,69,"(625, 0, 200)","(125, 0, 150)"
