Truck_id,Route_id,Pick_station,Drop_station
0,0,"(625, 0, 50)","(375, 0, 200)"
1,1,"(125, 0, 50)","(625, 0, 200)"
2,2,"(125, 0, 200)","(125, 0, 50)"
3,3,"(125, 0, 0)","(375, 0, 200)"
4,4,"(625, 0, 200)","(625, 0, 50)"
5,5,"(625, 0, 50)","(375, 0, 200)"
6,6,"(375, 0, 0)","(625, 0, 200)"
7,7,"(375, 0, 0)","(625, 0, 200)"
8,8,"(125, 0, 50)","(375, 0, 200)"
9,9,"(125, 0, 200)","(125, 0, 150)"
10,10,"(375, 0, 100)","(625, 0, 200)"
11,11,"(375, 0, 200)","(625, 0, 0)"
12,12,"(125, 0, 200)","(375, 0, 50)"
13,13,"(375, 0, 200)","(375, 0, 0)"
14,14,"(625, 0, 200)","(375, 0, 0)"
15,15,"(125, 0, 100)","(125, 0, 200)"
16,16,"(125, 0, 200)","(625, 0, 100)"
17,17,"(625, 0, 200)","(125, 0, 150)"
18,18,"(375, 0, 200)","(375, 0, 150)"
19,19,"(625, 0, 150)","(125, 0, 200)"
20,20,"(375, 0, 200)","(625, 0, 150)"
21,21,"(375, 0, 200)","(125, 0, 0)"
22,22,"(375, 0, 100)","(625, 0, 200)"
23,23,"(125, 0, 200)","(125, 0, 100)"
24,24,"(375, 0, 150)","(625, 0, 200)"
25,25,"(125, 0, 200)","(375, 0, 100)"
26,26,"(375, 0, 200)","(375, 0, 150)"
27,27,"(625, 0, 200)","(625, 0, 150)"
28,28,"(625, 0, 50)","(125, 0, 200)"
29,29,"(625, 0, 200)","(625, 0, 150)"
30,30,"(375, 0, 50)","(125, 0, 200)"
31,31,"(625, 0, 0)","(125, 0, 200)"
32,32,"(625, 0, 100)","(375, 0, 200)"
33,33,"(625, 0, 200)","(625, 0, 150)"
34,34,"(125, 0, 0)","(625, 0, 200)"
35,35,"(625, 0, 150)","(125, 0, 200)"
36,36,"(125, 0, 0)","(125, 0, 200)"
37,37,"(375, 0, 150)","(375, 0, 200)"
38,38,"(375, 0, 150)","(375, 0, 200)"
39,39,"(125, 0, 0)","(625, 0, 200)"
40,40,"(625, 0, 200)","(125, 0, 100)"
41,41,"(125, 0, 200)","(125, 0, 100)"
42,42,"(125, 0, 200)","(625, 0, 0)"
43,43,"(125, 0, 200)","(625, 0, 150)"
44,44,"(625, 0, 200)","(625, 0, 50)"
45,45,"(625, 0, 100)","(125, 0, 200)"
46,46,"(625, 0, 200)","(625, 0, 0)"
47,47,"(125, 0, 50)","(125, 0, 200)"
48,48,"(375, 0, 200)","(125, 0, 100)"
49,49,"(375, 0, 200)","(625, 0, 0)"
50,50,"(125, 0, 200)","(625, 0, 100)"
51,51,"(375, 0, 50)","(375, 0, 200)"
52,52,"(375, 0, 0)","(625, 0, 200)"
53,53,"(625, 0, 200)","(625, 0, 0)"
54,54,"(625, 0, 200)","(625, 0, 0)"
55,55,"(625, 0, 200)","(375, 0, 50)"
56,56,"(625, 0, 150)","(625, 0, 200)"
57,57,"(625, 0, 150)","(375, 0, 200)"
58,58,"(375, 0, 0)","(625, 0, 200)"
59,59,"(125, 0, 200)","(375, 0, 100)"
