Truck_id,Route_id,Pick_station,Drop_station
0,0,"(625, 0, 200)","(375, 0, 100)"
1,1,"(625, 0, 200)","(625, 0, 0)"
2,2,"(625, 0, 150)","(375, 0, 200)"
3,3,"(125, 0, 200)","(125, 0, 100)"
4,4,"(625, 0, 200)","(125, 0, 150)"
5,5,"(375, 0, 200)","(375, 0, 150)"
6,6,"(625, 0, 200)","(125, 0, 100)"
7,7,"(125, 0, 200)","(375, 0, 0)"
8,8,"(125, 0, 200)","(375, 0, 50)"
9,9,"(375, 0, 200)","(625, 0, 50)"
10,10,"(125, 0, 150)","(125, 0, 200)"
11,11,"(125, 0, 50)","(125, 0, 200)"
12,12,"(375, 0, 200)","(625, 0, 150)"
13,13,"(125, 0, 0)","(375, 0, 200)"
14,14,"(625, 0, 200)","(625, 0, 100)"
