Truck_id,Route_id,Pick_station,Drop_station
0,0,"(125, 0, 200)","(125, 0, 150)"
1,1,"(375, 0, 200)","(625, 0, 150)"
2,2,"(625, 0, 200)","(625, 0, 0)"
3,3,"(375, 0, 50)","(625, 0, 200)"
4,4,"(375, 0, 0)","(375, 0, 200)"
5,5,"(625, 0, 50)","(125, 0, 200)"
6,6,"(625, 0, 100)","(125, 0, 200)"
7,7,"(375, 0, 200)","(125, 0, 150)"
8,8,"(125, 0, 0)","(375, 0, 200)"
9,9,"(375, 0, 100)","(625, 0, 200)"
10,10,"(625, 0, 200)","(375, 0, 150)"
11,11,"(125, 0, 200)","(375, 0, 0)"
12,12,"(125, 0, 100)","(125, 0, 200)"
13,13,"(375, 0, 200)","(125, 0, 50)"
14,14,"(375, 0, 100)","(625, 0, 200)"
