Truck_id,Route_id,Pick_station,Drop_station
0,0,"(625, 0, 200)","(375, 0, 150)"
1,1,"(625, 0, 200)","(625, 0, 100)"
2,2,"(125, 0, 200)","(125, 0, 50)"
3,3,"(625, 0, 200)","(125, 0, 150)"
4,4,"(125, 0, 100)","(125, 0, 200)"
5,5,"(375, 0, 200)","(125, 0, 100)"
6,6,"(375, 0, 200)","(625, 0, 100)"
7,7,"(125, 0, 50)","(375, 0, 200)"
8,8,"(375, 0, 0)","(375, 0, 200)"
9,9,"(625, 0, 200)","(125, 0, 150)"
10,10,"(375, 0, 200)","(625, 0, 150)"
11,11,"(625, 0, 50)","(125, 0, 200)"
12,12,"(375, 0, 200)","(625, 0, 0)"
13,13,"(125, 0, 150)","(375, 0, 200)"
14,14,"(125, 0, 200)","(125, 0, 0)"
15,15,"(625, 0, 200)","(375, 0, 100)"
16,16,"(125, 0, 200)","(375, 0, 150)"
17,17,"(375, 0, 100)","(125, 0, 200)"
18,18,"(625, 0, 150)","(625, 0, 200)"
19,19,"(375, 0, 200)","(375, 0, 50)"
20,20,"(375, 0, 200)","(625, 0, 0)"
21,21,"(125, 0, 200)","(375, 0, 150)"
22,22,"(625, 0, 200)","(125, 0, 0)"
23,23,"(625, 0, 200)","(375, 0, 100)"
24,24,"(625, 0, 200)","(625, 0, 50)"
25,25,"(625, 0, 200)","(125, 0, 50)"
26,26,"(125, 0, 200)","(625, 0, 150)"
27,27,"(125, 0, 0)","(375, 0, 200)"
28,28,"(125, 0, 200)","(375, 0, 50)"
29,29,"(375, 0, 0)","(125, 0, 200)"
