Truck_id,Route_id,Pick_station,Drop_station
0,0,"(375, 0, 200)","(125, 0, 100)"
1,1,"(375, 0, 0)","(125, 0, 200)"
2,2,"(625, 0, 0)","(125, 0, 200)"
3,3,"(125, 0, 0)","(625, 0, 200)"
4,4,"(625, 0, 100)","(625, 0, 200)"
5,5,"(125, 0, 100)","(375, 0, 200)"
6,6,"(125, 0, 200)","(625, 0, 50)"
7,7,"(375, 0, 0)","(125, 0, 200)"
8,8,"(375, 0, 50)","(625, 0, 200)"
9,9,"(375, 0, 200)","(375, 0, 50)"
10,10,"(625, 0, 150)","(375, 0, 200)"
11,11,"(125, 0, 150)","(625, 0, 200)"
12,12,"(625, 0, 200)","(625, 0, 100)"
13,13,"(125, 0, 150)","(625, 0, 200)"
14,14,"(125, 0, 0)","(125, 0, 200)"
15,15,"(375, 0, 150)","(375, 0, 200)"
16,16,"(125, 0, 200)","(375, 0, 100)"
17,17,"(375, 0, 200)","(125, 0, 50)"
18,18,"(625, 0, 0)","(375, 0, 200)"
19,19,"(125, 0, 200)","(625, 0, 150)"
20,20,"(625, 0, 200)","(375, 0, 150)"
21,21,"(625, 0, 100)","(375, 0, 200)"
22,22,"(375, 0, 200)","(375, 0, 100)"
23,23,"(125, 0, 50)","(625, 0, 200)"
24,24,"(625, 0, 50)","(125, 0, 200)"
