Truck_id,Route_id,Pick_station,Drop_station
0,0,"(125, 0, 100)","(125, 0, 200)"
1,1,"(125, 0, 50)","(125, 0, 200)"
2,2,"(375, 0, 50)","(375, 0, 200)"
3,3,"(375, 0, 150)","(625, 0, 200)"
4,4,"(375, 0, 200)","(375, 0, 0)"
5,5,"(625, 0, 200)","(375, 0, 100)"
6,6,"(625, 0, 50)","(625, 0, 200)"
7,7,"(125, 0, 150)","(125, 0, 200)"
8,8,"(625, 0, 0)","(125, 0, 200)"
9,9,"(625, 0, 200)","(125, 0, 50)"
10,10,"(375, 0, 100)","(125, 0, 200)"
11,11,"(375, 0, 200)","(125, 0, 50)"
12,12,"(125, 0, 0)","(625, 0, 200)"
13,13,"(125, 0, 200)","(125, 0, 100)"
14,14,"(625, 0, 100)","(625, 0, 200)"
15,15,"(625, 0, 200)","(375, 0, 100)"
16,16,"(125, 0, 200)","(625, 0, 0)"
17,17,"(625, 0, 150)","(125, 0, 200)"
18,18,"(125, 0, 100)","(375, 0, 200)"
19,19,"(375, 0, 100)","(625, 0, 200)"
20,20,"(375, 0, 200)","(375, 0, 0)"
21,21,"(125, 0, 0)","(125, 0, 200)"
22,22,"(125, 0, 200)","(375, 0, 100)"
23,23,"(625, 0, 200)","(375, 0, 150)"
24,24,"(125, 0, 0)","(625, 0, 200)"
25,25,"(125, 0, 0)","(125, 0, 200)"
26,26,"(375, 0, 200)","(625, 0, 50)"
27,27,"(625, 0, 0)","(375, 0, 200)"
28,28,"(625, 0, 200)","(375, 0, 50)"
29,29,"(125, 0, 150)","(125, 0, 200)"
30,30,"(375, 0, 200)","(625, 0, 100)"
31,31,"(625, 0, 50)","(625, 0, 200)"
32,32,"(125, 0, 50)","(125, 0, 200)"
33,33,"(625, 0, 150)","(625, 0, 200)"
34,34,"(125, 0, 0)","(625, 0, 200)"
35,35,"(375, 0, 150)","(375, 0, 200)"
36,36,"(375, 0, 0)","(375, 0, 200)"
37,37,"(375, 0, 200)","(125, 0, 150)"
38,38,"(375, 0, 50)","(625, 0, 200)"
39,39,"(625, 0, 100)","(625, 0, 200)"
40,40,"(625, 0, 0)","(625, 0, 200)"
41,41,"(125, 0, 200)","(375, 0, 50)"
42,42,"(125, 0, 150)","(125, 0, 200)"
43,43,"(125, 0, 200)","(625, 0, 150)"
44,44,"(625, 0, 200)","(625, 0, 100)"
45,45,"(125, 0, 150)","(625, 0, 200)"
46,46,"(625, 0, 200)","(375, 0, 0)"
47,47,"(625, 0, 100)","(375, 0, 200)"
48,48,"(125, 0, 50)","(375, 0, 200)"
49,49,"(375, 0, 200)","(625, 0, 50)"
50,50,"(125, 0, 0)","(125, 0, 200)"
51,51,"(625, 0, 0)","(375, 0, 200)"
52,52,"(375, 0, 200)","(375, 0, 0)"
53,53,"(375, 0, 200)","(125, 0, 150)"
54,54,"(125, 0, 200)","(625, 0, 50)"
55,55,"(125, 0, 100)","(375, 0, 200)"
56,56,"(125, 0, 200)","(625, 0, 100)"
57,57,"(625, 0, 150)","(125, 0, 200)"
58,58,"(375, 0, 200)","(125, 0, 100)"
59,59,"(625, 0, 200)","(375, 0, 150)"
60,60,"(125, 0, 200)","(375, 0, 150)"
61,61,"(125, 0, 200)","(375, 0, 50)"
62,62,"(625, 0, 50)","(625, 0, 200)"
63,63,"(625, 0, 150)","(375, 0, 200)"
64,64,"(375, 0, 200)","(375, 0, 0)"
