Truck_id,Route_id,Pick_station,Drop_station
0,0,"(375, 0, 150)","(125, 0, 200)"
1,1,"(375, 0, 200)","(625, 0, 150)"
2,2,"(375, 0, 200)","(375, 0, 150)"
3,3,"(625, 0, 200)","(125, 0, 0)"
4,4,"(625, 0, 0)","(625, 0, 200)"
5,5,"(125, 0, 200)","(625, 0, 150)"
6,6,"(125, 0, 50)","(625, 0, 200)"
7,7,"(625, 0, 200)","(625, 0, 0)"
8,8,"(375, 0, 200)","(625, 0, 150)"
9,9,"(125, 0, 150)","(625, 0, 200)"
10,10,"(375, 0, 50)","(375, 0, 200)"
11,11,"(125, 0, 200)","(625, 0, 50)"
12,12,"(125, 0, 200)","(125, 0, 0)"
13,13,"(375, 0, 200)","(125, 0, 0)"
14,14,"(375, 0, 200)","(375, 0, 50)"
15,15,"(625, 0, 200)","(125, 0, 100)"
16,16,"(625, 0, 50)","(125, 0, 200)"
17,17,"(125, 0, 200)","(375, 0, 150)"
18,18,"(125, 0, 150)","(125, 0, 200)"
19,19,"(375, 0, 100)","(375, 0, 200)"
20,20,"(375, 0, 200)","(375, 0, 0)"
21,21,"(625, 0, 200)","(125, 0, 150)"
22,22,"(625, 0, 100)","(125, 0, 200)"
23,23,"(375, 0, 200)","(625, 0, 0)"
24,24,"(125, 0, 50)","(625, 0, 200)"
25,25,"(375, 0, 200)","(375, 0, 100)"
26,26,"(375, 0, 50)","(625, 0, 200)"
27,27,"(625, 0, 200)","(375, 0, 0)"
28,28,"(125, 0, 100)","(125, 0, 200)"
29,29,"(125, 0, 200)","(625, 0, 100)"
