Truck_id,Route_id,Pick_station,Drop_station
0,0,"(125, 0, 0)","(625, 0, 200)"
1,1,"(375, 0, 200)","(125, 0, 150)"
2,2,"(625, 0, 200)","(625, 0, 150)"
3,3,"(375, 0, 200)","(125, 0, 100)"
4,4,"(625, 0, 200)","(375, 0, 150)"
5,5,"(375, 0, 100)","(375, 0, 200)"
6,6,"(375, 0, 0)","(125, 0, 200)"
7,7,"(625, 0, 200)","(625, 0, 100)"
8,8,"(375, 0, 200)","(625, 0, 50)"
9,9,"(625, 0, 0)","(625, 0, 200)"
10,10,"(125, 0, 200)","(125, 0, 0)"
11,11,"(375, 0, 50)","(125, 0, 200)"
12,12,"(125, 0, 50)","(375, 0, 200)"
13,13,"(625, 0, 150)","(125, 0, 200)"
14,14,"(125, 0, 200)","(125, 0, 100)"
15,15,"(625, 0, 200)","(375, 0, 100)"
16,16,"(125, 0, 50)","(375, 0, 200)"
17,17,"(125, 0, 200)","(625, 0, 100)"
18,18,"(375, 0, 200)","(375, 0, 150)"
19,19,"(375, 0, 200)","(375, 0, 150)"
20,20,"(375, 0, 100)","(125, 0, 200)"
21,21,"(375, 0, 50)","(625, 0, 200)"
22,22,"(125, 0, 200)","(125, 0, 150)"
23,23,"(125, 0, 50)","(375, 0, 200)"
24,24,"(625, 0, 0)","(375, 0, 200)"
25,25,"(625, 0, 150)","(625, 0, 200)"
26,26,"(125, 0, 200)","(625, 0, 50)"
27,27,"(375, 0, 0)","(625, 0, 200)"
28,28,"(625, 0, 100)","(125, 0, 200)"
29,29,"(125, 0, 0)","(625, 0, 200)"
