Truck_id,Route_id,Pick_station,Drop_station
0,0,"(125, 0, 200)","(125, 0, 0)"
1,1,"(375, 0, 100)","(625, 0, 150)"
2,2,"(625, 0, 0)","(125, 0, 50)"
3,3,"(375, 0, 0)","(375, 0, 50)","(375, 0, 50)","(625, 0, 200)"
4,4,"(125, 0, 200)","(375, 0, 50)"
5,5,"(625, 0, 200)","(125, 0, 150)"
6,6,"(375, 0, 100)","(125, 0, 50)"
7,7,"(375, 0, 150)","(125, 0, 150)"
8,8,"(625, 0, 0)","(625, 0, 150)","(625, 0, 150)","(125, 0, 100)"
9,9,"(375, 0, 200)","(125, 0, 150)"
10,10,"(625, 0, 200)","(375, 0, 0)"
11,11,"(125, 0, 150)","(125, 0, 0)"
13,13,"(625, 0, 0)","(125, 0, 50)"
14,14,"(125, 0, 150)","(625, 0, 100)"
15,15,"(375, 0, 200)","(125, 0, 150)"
16,16,"(375, 0, 200)","(125, 0, 0)"
17,17,"(375, 0, 150)","(625, 0, 200)"
18,18,"(125, 0, 150)","(125, 0, 100)"
