Truck_id,Route_id,Pick_station,Drop_station
0,0,"(375, 0, 50)","(125, 0, 200)"
1,1,"(375, 0, 150)","(625, 0, 100)"
2,2,"(625, 0, 200)","(375, 0, 50)"
3,3,"(625, 0, 200)","(375, 0, 100)"
4,4,"(125, 0, 50)","(375, 0, 200)"
5,5,"(625, 0, 200)","(625, 0, 100)"
6,6,"(625, 0, 100)","(375, 0, 200)"
7,7,"(125, 0, 150)","(375, 0, 50)"
8,8,"(125, 0, 50)","(375, 0, 50)"
9,9,"(375, 0, 150)","(125, 0, 200)"
10,10,"(375, 0, 50)","(625, 0, 150)"
11,11,"(375, 0, 150)","(625, 0, 200)"
12,12,"(125, 0, 100)","(375, 0, 0)"
13,13,"(125, 0, 50)","(375, 0, 50)"
14,14,"(625, 0, 200)","(625, 0, 50)"
15,15,"(375, 0, 150)","(625, 0, 100)"
16,16,"(625, 0, 50)","(125, 0, 50)"
17,17,"(625, 0, 200)","(625, 0, 0)"
18,18,"(125, 0, 150)","(625, 0, 150)"
19,19,"(375, 0, 200)","(125, 0, 200)"
20,20,"(375, 0, 50)","(625, 0, 200)"
21,21,"(625, 0, 200)","(625, 0, 0)"
22,22,"(375, 0, 200)","(125, 0, 0)"
23,23,"(125, 0, 200)","(375, 0, 100)"
24,24,"(375, 0, 50)","(125, 0, 0)"
25,25,"(625, 0, 100)","(375, 0, 50)"
26,26,"(125, 0, 50)","(375, 0, 100)"
27,27,"(625, 0, 200)","(375, 0, 50)"
28,28,"(625, 0, 50)","(375, 0, 50)"
29,29,"(125, 0, 150)","(625, 0, 200)"
30,30,"(625, 0, 50)","(125, 0, 50)"
31,31,"(375, 0, 150)","(375, 0, 50)"
32,32,"(375, 0, 100)","(625, 0, 200)"
33,33,"(625, 0, 150)","(625, 0, 50)"
34,34,"(375, 0, 150)","(375, 0, 200)"
35,35,"(625, 0, 200)","(125, 0, 200)"
36,36,"(125, 0, 200)","(375, 0, 200)"
37,37,"(625, 0, 200)","(625, 0, 50)"
38,38,"(125, 0, 50)","(125, 0, 200)"
39,39,"(125, 0, 150)","(625, 0, 0)"
