Truck_id,Route_id,Pick_station,Drop_station
0,0,"(125, 0, 200)","(375, 0, 200)"
1,1,"(625, 0, 100)","(375, 0, 0)"
2,2,"(125, 0, 50)","(375, 0, 50)"
3,3,"(375, 0, 100)","(375, 0, 0)"
4,4,"(375, 0, 200)","(125, 0, 0)"
5,5,"(125, 0, 150)","(125, 0, 50)"
6,6,"(125, 0, 50)","(625, 0, 200)"
7,7,"(625, 0, 100)","(625, 0, 200)"
8,8,"(375, 0, 150)","(625, 0, 200)"
9,9,"(625, 0, 150)","(125, 0, 0)"
10,10,"(625, 0, 100)","(625, 0, 50)"
11,11,"(125, 0, 100)","(125, 0, 200)"
12,12,"(125, 0, 50)","(375, 0, 150)"
13,13,"(375, 0, 100)","(625, 0, 100)"
14,14,"(625, 0, 200)","(125, 0, 150)"
15,15,"(625, 0, 200)","(125, 0, 100)"
16,16,"(625, 0, 0)","(375, 0, 0)"
17,17,"(625, 0, 150)","(625, 0, 0)"
18,18,"(375, 0, 150)","(375, 0, 200)"
19,19,"(125, 0, 200)","(625, 0, 200)"
20,20,"(625, 0, 50)","(125, 0, 200)"
21,21,"(125, 0, 200)","(125, 0, 50)"
22,22,"(125, 0, 200)","(625, 0, 150)"
23,23,"(125, 0, 200)","(625, 0, 0)"
24,24,"(375, 0, 100)","(375, 0, 200)"
25,25,"(375, 0, 150)","(375, 0, 50)"
26,26,"(125, 0, 150)","(625, 0, 100)"
27,27,"(625, 0, 200)","(375, 0, 150)"
28,28,"(375, 0, 200)","(125, 0, 150)"
29,29,"(625, 0, 150)","(375, 0, 50)"
30,30,"(625, 0, 200)","(125, 0, 50)"
31,31,"(125, 0, 100)","(375, 0, 100)"
32,32,"(125, 0, 100)","(125, 0, 200)"
33,33,"(375, 0, 150)","(125, 0, 200)"
34,34,"(625, 0, 150)","(625, 0, 0)"
35,35,"(375, 0, 200)","(625, 0, 100)"
36,36,"(125, 0, 0)","(125, 0, 150)"
37,37,"(125, 0, 150)","(125, 0, 100)"
38,38,"(125, 0, 100)","(125, 0, 150)"
39,39,"(375, 0, 0)","(375, 0, 100)"
