Truck_id,Route_id,Pick_station,Drop_station
0,0,"(375, 0, 100)","(125, 0, 100)"
1,1,"(625, 0, 150)","(625, 0, 50)"
2,2,"(125, 0, 200)","(625, 0, 0)"
3,3,"(375, 0, 200)","(375, 0, 50)"
4,4,"(375, 0, 100)","(625, 0, 150)"
5,5,"(625, 0, 0)","(375, 0, 100)"
6,6,"(375, 0, 200)","(375, 0, 0)"
7,7,"(375, 0, 150)","(375, 0, 0)"
8,8,"(125, 0, 0)","(375, 0, 0)"
9,9,"(125, 0, 200)","(375, 0, 50)"
10,10,"(375, 0, 0)","(625, 0, 150)"
11,11,"(625, 0, 50)","(625, 0, 0)"
12,12,"(625, 0, 100)","(625, 0, 50)"
13,13,"(625, 0, 150)","(125, 0, 150)"
14,14,"(625, 0, 150)","(625, 0, 50)"
15,15,"(625, 0, 200)","(375, 0, 50)"
16,16,"(125, 0, 150)","(625, 0, 200)"
17,17,"(125, 0, 150)","(375, 0, 150)"
18,18,"(375, 0, 50)","(125, 0, 200)"
19,19,"(125, 0, 200)","(375, 0, 0)"
20,20,"(125, 0, 50)","(125, 0, 0)"
21,21,"(125, 0, 150)","(125, 0, 50)"
22,22,"(375, 0, 150)","(375, 0, 200)"
23,23,"(125, 0, 200)","(625, 0, 100)"
24,24,"(125, 0, 200)","(375, 0, 200)"
25,25,"(125, 0, 50)","(125, 0, 0)"
26,26,"(125, 0, 200)","(375, 0, 50)"
27,27,"(125, 0, 100)","(125, 0, 150)"
28,28,"(125, 0, 200)","(625, 0, 150)"
29,29,"(375, 0, 0)","(125, 0, 150)"
30,30,"(125, 0, 150)","(375, 0, 0)"
31,31,"(625, 0, 100)","(625, 0, 150)"
32,32,"(375, 0, 0)","(375, 0, 200)"
33,33,"(375, 0, 200)","(625, 0, 100)"
34,34,"(625, 0, 0)","(125, 0, 150)"
35,35,"(125, 0, 150)","(625, 0, 150)"
36,36,"(375, 0, 150)","(625, 0, 150)"
37,37,"(125, 0, 100)","(625, 0, 50)"
38,38,"(125, 0, 100)","(125, 0, 200)"
39,39,"(125, 0, 150)","(125, 0, 50)"
