Truck_id,Route_id,Pick_station,Drop_station
0,0,"(625, 0, 0)","(375, 0, 50)"
1,1,"(125, 0, 200)","(125, 0, 150)"
2,2,"(375, 0, 0)","(625, 0, 200)"
3,3,"(375, 0, 100)","(625, 0, 200)"
4,4,"(375, 0, 150)","(125, 0, 200)"
5,5,"(125, 0, 50)","(375, 0, 200)"
6,6,"(125, 0, 0)","(125, 0, 200)"
7,7,"(625, 0, 100)","(625, 0, 150)"
8,8,"(125, 0, 150)","(125, 0, 200)"
9,9,"(625, 0, 50)","(625, 0, 100)"
10,10,"(625, 0, 50)","(625, 0, 0)"
11,11,"(125, 0, 100)","(625, 0, 100)"
12,12,"(125, 0, 100)","(125, 0, 50)"
13,13,"(125, 0, 150)","(625, 0, 200)"
14,14,"(625, 0, 50)","(625, 0, 200)"
15,15,"(375, 0, 50)","(625, 0, 0)"
16,16,"(625, 0, 50)","(125, 0, 50)"
17,17,"(125, 0, 200)","(375, 0, 200)"
18,18,"(125, 0, 150)","(375, 0, 0)"
19,19,"(625, 0, 200)","(375, 0, 150)"
