Truck_id,Route_id,Pick_station,Drop_station
0,0,"(125, 0, 0)","(125, 0, 200)"
1,1,"(625, 0, 200)","(625, 0, 0)"
2,2,"(375, 0, 100)","(625, 0, 200)"
3,3,"(125, 0, 150)","(625, 0, 200)"
4,4,"(375, 0, 100)","(625, 0, 200)"
5,5,"(625, 0, 150)","(125, 0, 200)"
6,6,"(375, 0, 100)","(125, 0, 200)"
7,7,"(375, 0, 200)","(375, 0, 100)"
8,8,"(375, 0, 200)","(375, 0, 150)"
9,9,"(625, 0, 0)","(375, 0, 200)"
10,10,"(375, 0, 100)","(375, 0, 200)"
11,11,"(375, 0, 0)","(375, 0, 200)"
12,12,"(125, 0, 50)","(375, 0, 200)"
13,13,"(125, 0, 200)","(375, 0, 100)"
14,14,"(625, 0, 200)","(375, 0, 0)"
15,15,"(125, 0, 150)","(125, 0, 200)"
16,16,"(375, 0, 200)","(125, 0, 50)"
17,17,"(625, 0, 200)","(125, 0, 0)"
18,18,"(625, 0, 200)","(375, 0, 100)"
19,19,"(125, 0, 200)","(125, 0, 100)"
20,20,"(625, 0, 200)","(625, 0, 150)"
21,21,"(375, 0, 100)","(375, 0, 200)"
22,22,"(625, 0, 150)","(125, 0, 200)"
23,23,"(125, 0, 150)","(625, 0, 200)"
24,24,"(375, 0, 200)","(625, 0, 50)"
25,25,"(375, 0, 200)","(375, 0, 100)"
26,26,"(625, 0, 50)","(375, 0, 200)"
27,27,"(625, 0, 50)","(625, 0, 200)"
28,28,"(125, 0, 200)","(375, 0, 150)"
29,29,"(625, 0, 0)","(625, 0, 200)"
