Truck_id,Route_id,Pick_station,Drop_station
0,0,"(1875, 0, 600)","(1125, 0, 0)"
1,1,"(375, 0, 600)","(1875, 0, 300)"
2,2,"(1875, 0, 600)","(1125, 0, 0)"
3,3,"(1875, 0, 450)","(375, 0, 600)"
4,4,"(1125, 0, 600)","(1125, 0, 450)"
5,5,"(1875, 0, 600)","(1875, 0, 300)"
6,6,"(375, 0, 150)","(1125, 0, 600)"
7,7,"(1125, 0, 150)","(1125, 0, 600)"
8,8,"(1875, 0, 450)","(1875, 0, 600)"
9,9,"(1125, 0, 150)","(1875, 0, 600)"
10,10,"(1875, 0, 600)","(1875, 0, 150)"
11,11,"(1125, 0, 300)","(375, 0, 600)"
12,12,"(375, 0, 600)","(375, 0, 300)"
13,13,"(1875, 0, 300)","(1875, 0, 600)"
14,14,"(375, 0, 450)","(375, 0, 600)"
15,15,"(375, 0, 600)","(1875, 0, 300)"
16,16,"(1125, 0, 0)","(1125, 0, 600)"
17,17,"(1125, 0, 600)","(1125, 0, 0)"
18,18,"(1875, 0, 600)","(1125, 0, 450)"
19,19,"(1125, 0, 150)","(1125, 0, 600)"
20,20,"(375, 0, 600)","(375, 0, 300)"
21,21,"(1125, 0, 600)","(1125, 0, 150)"
22,22,"(1875, 0, 0)","(375, 0, 600)"
23,23,"(1875, 0, 300)","(375, 0, 600)"
24,24,"(375, 0, 150)","(1125, 0, 600)"
25,25,"(1125, 0, 600)","(1125, 0, 0)"
26,26,"(1125, 0, 600)","(1875, 0, 0)"
27,27,"(375, 0, 600)","(1125, 0, 0)"
28,28,"(1875, 0, 600)","(1875, 0, 0)"
29,29,"(1875, 0, 0)","(1875, 0, 600)"
