Truck_id,Route_id,Pick_station,Drop_station
0,0,"(625, 0, 200)","(625, 0, 100)"
1,1,"(625, 0, 0)","(375, 0, 200)"
2,2,"(375, 0, 200)","(625, 0, 100)"
3,3,"(125, 0, 150)","(125, 0, 200)"
4,4,"(125, 0, 0)","(375, 0, 200)"
5,5,"(125, 0, 100)","(375, 0, 200)"
6,6,"(375, 0, 0)","(625, 0, 200)"
7,7,"(125, 0, 200)","(375, 0, 150)"
8,8,"(625, 0, 200)","(625, 0, 150)"
9,9,"(375, 0, 50)","(625, 0, 200)"
10,10,"(125, 0, 200)","(375, 0, 0)"
11,11,"(375, 0, 100)","(625, 0, 200)"
12,12,"(375, 0, 200)","(625, 0, 150)"
13,13,"(125, 0, 200)","(375, 0, 100)"
14,14,"(375, 0, 200)","(625, 0, 50)"
15,15,"(375, 0, 200)","(125, 0, 150)"
16,16,"(625, 0, 100)","(375, 0, 200)"
17,17,"(625, 0, 0)","(375, 0, 200)"
18,18,"(125, 0, 50)","(375, 0, 200)"
19,19,"(375, 0, 100)","(625, 0, 200)"
20,20,"(375, 0, 200)","(625, 0, 100)"
21,21,"(375, 0, 200)","(625, 0, 50)"
22,22,"(375, 0, 0)","(625, 0, 200)"
23,23,"(125, 0, 100)","(125, 0, 200)"
24,24,"(125, 0, 200)","(375, 0, 150)"
25,25,"(375, 0, 150)","(125, 0, 200)"
26,26,"(375, 0, 50)","(625, 0, 200)"
27,27,"(625, 0, 200)","(625, 0, 50)"
28,28,"(125, 0, 150)","(625, 0, 200)"
29,29,"(375, 0, 200)","(125, 0, 0)"
30,30,"(375, 0, 200)","(125, 0, 150)"
31,31,"(125, 0, 200)","(125, 0, 50)"
32,32,"(125, 0, 200)","(625, 0, 150)"
33,33,"(375, 0, 150)","(375, 0, 200)"
34,34,"(625, 0, 100)","(625, 0, 200)"
35,35,"(375, 0, 0)","(625, 0, 200)"
36,36,"(125, 0, 200)","(625, 0, 50)"
37,37,"(125, 0, 150)","(625, 0, 200)"
38,38,"(625, 0, 200)","(125, 0, 0)"
39,39,"(625, 0, 150)","(625, 0, 200)"
40,40,"(625, 0, 0)","(625, 0, 200)"
41,41,"(375, 0, 200)","(125, 0, 0)"
42,42,"(625, 0, 0)","(125, 0, 200)"
43,43,"(125, 0, 100)","(125, 0, 200)"
44,44,"(375, 0, 50)","(625, 0, 200)"
45,45,"(375, 0, 0)","(625, 0, 200)"
46,46,"(625, 0, 200)","(125, 0, 100)"
47,47,"(625, 0, 0)","(375, 0, 200)"
48,48,"(125, 0, 100)","(125, 0, 200)"
49,49,"(125, 0, 200)","(125, 0, 50)"
50,50,"(375, 0, 50)","(125, 0, 200)"
51,51,"(375, 0, 100)","(625, 0, 200)"
52,52,"(625, 0, 150)","(125, 0, 200)"
53,53,"(625, 0, 50)","(375, 0, 200)"
54,54,"(125, 0, 200)","(375, 0, 150)"
55,55,"(125, 0, 200)","(375, 0, 100)"
56,56,"(375, 0, 200)","(125, 0, 0)"
57,57,"(375, 0, 200)","(375, 0, 50)"
58,58,"(125, 0, 200)","(125, 0, 50)"
59,59,"(125, 0, 50)","(125, 0, 200)"
