Truck_id,Route_id,Pick_station,Drop_station
0,0,"(625, 0, 200)","(375, 0, 100)"
1,1,"(375, 0, 200)","(125, 0, 0)"
2,2,"(375, 0, 200)","(375, 0, 0)"
3,3,"(625, 0, 50)","(125, 0, 200)"
4,4,"(625, 0, 200)","(375, 0, 0)"
5,5,"(125, 0, 200)","(375, 0, 50)"
6,6,"(125, 0, 100)","(625, 0, 200)"
7,7,"(125, 0, 200)","(125, 0, 50)"
8,8,"(125, 0, 150)","(625, 0, 200)"
9,9,"(375, 0, 200)","(625, 0, 0)"
10,10,"(625, 0, 100)","(375, 0, 200)"
11,11,"(125, 0, 100)","(375, 0, 200)"
12,12,"(625, 0, 150)","(625, 0, 200)"
13,13,"(125, 0, 200)","(625, 0, 100)"
14,14,"(375, 0, 150)","(125, 0, 200)"
15,15,"(625, 0, 200)","(375, 0, 50)"
16,16,"(125, 0, 200)","(375, 0, 100)"
17,17,"(375, 0, 200)","(625, 0, 0)"
18,18,"(375, 0, 150)","(375, 0, 200)"
19,19,"(625, 0, 200)","(625, 0, 150)"
