Truck_id,Route_id,Pick_station,Drop_station
0,0,"(625, 0, 100)","(375, 0, 200)"
1,1,"(625, 0, 150)","(625, 0, 200)"
2,2,"(125, 0, 200)","(625, 0, 0)"
3,3,"(375, 0, 50)","(625, 0, 200)"
4,4,"(625, 0, 200)","(375, 0, 50)"
5,5,"(625, 0, 200)","(125, 0, 50)"
6,6,"(625, 0, 50)","(125, 0, 200)"
7,7,"(125, 0, 200)","(125, 0, 50)"
8,8,"(625, 0, 200)","(125, 0, 150)"
9,9,"(375, 0, 150)","(625, 0, 200)"
10,10,"(375, 0, 0)","(125, 0, 200)"
11,11,"(375, 0, 200)","(125, 0, 0)"
12,12,"(625, 0, 200)","(375, 0, 100)"
13,13,"(125, 0, 200)","(125, 0, 100)"
14,14,"(375, 0, 200)","(125, 0, 0)"
15,15,"(625, 0, 0)","(125, 0, 200)"
16,16,"(125, 0, 100)","(375, 0, 200)"
17,17,"(375, 0, 200)","(625, 0, 50)"
18,18,"(625, 0, 150)","(375, 0, 200)"
19,19,"(625, 0, 100)","(125, 0, 200)"
