Truck_id,Route_id,Pick_station,Drop_station
0,0,"(375, 0, 100)","(375, 0, 200)"
1,1,"(625, 0, 200)","(375, 0, 100)"
2,2,"(375, 0, 50)","(125, 0, 200)"
3,3,"(375, 0, 200)","(625, 0, 50)"
4,4,"(125, 0, 200)","(125, 0, 0)"
5,5,"(375, 0, 200)","(125, 0, 150)"
6,6,"(625, 0, 100)","(625, 0, 200)"
7,7,"(125, 0, 200)","(375, 0, 50)"
8,8,"(625, 0, 0)","(625, 0, 200)"
9,9,"(625, 0, 200)","(375, 0, 50)"
10,10,"(625, 0, 200)","(375, 0, 0)"
11,11,"(625, 0, 50)","(125, 0, 200)"
12,12,"(125, 0, 200)","(375, 0, 150)"
13,13,"(125, 0, 50)","(375, 0, 200)"
14,14,"(125, 0, 0)","(375, 0, 200)"
15,15,"(125, 0, 200)","(375, 0, 150)"
16,16,"(125, 0, 0)","(375, 0, 200)"
17,17,"(375, 0, 0)","(625, 0, 200)"
18,18,"(625, 0, 150)","(375, 0, 200)"
19,19,"(375, 0, 150)","(625, 0, 200)"
20,20,"(625, 0, 100)","(625, 0, 200)"
21,21,"(125, 0, 200)","(125, 0, 50)"
22,22,"(125, 0, 200)","(125, 0, 150)"
23,23,"(375, 0, 100)","(125, 0, 200)"
24,24,"(125, 0, 100)","(125, 0, 200)"
25,25,"(625, 0, 200)","(125, 0, 100)"
26,26,"(125, 0, 50)","(375, 0, 200)"
27,27,"(625, 0, 0)","(375, 0, 200)"
28,28,"(375, 0, 200)","(625, 0, 150)"
29,29,"(625, 0, 50)","(625, 0, 200)"
