Truck_id,Route_id,Pick_station,Drop_station
0,0,"(375, 0, 200)","(125, 0, 100)"
1,1,"(625, 0, 50)","(625, 0, 200)"
2,2,"(125, 0, 100)","(125, 0, 200)"
3,3,"(375, 0, 200)","(625, 0, 150)"
4,4,"(125, 0, 150)","(375, 0, 200)"
5,5,"(625, 0, 200)","(125, 0, 50)"
6,6,"(375, 0, 200)","(375, 0, 0)"
7,7,"(625, 0, 200)","(125, 0, 0)"
8,8,"(375, 0, 100)","(375, 0, 200)"
9,9,"(625, 0, 100)","(125, 0, 200)"
10,10,"(125, 0, 200)","(375, 0, 150)"
11,11,"(625, 0, 200)","(625, 0, 0)"
12,12,"(375, 0, 0)","(125, 0, 200)"
13,13,"(375, 0, 200)","(625, 0, 150)"
14,14,"(375, 0, 50)","(625, 0, 200)"
15,15,"(625, 0, 50)","(125, 0, 200)"
16,16,"(625, 0, 200)","(625, 0, 100)"
17,17,"(375, 0, 150)","(375, 0, 200)"
18,18,"(625, 0, 200)","(375, 0, 50)"
19,19,"(375, 0, 200)","(625, 0, 0)"
20,20,"(625, 0, 150)","(125, 0, 200)"
21,21,"(375, 0, 50)","(625, 0, 200)"
22,22,"(125, 0, 0)","(625, 0, 200)"
23,23,"(125, 0, 200)","(125, 0, 50)"
24,24,"(625, 0, 0)","(125, 0, 200)"
25,25,"(125, 0, 200)","(375, 0, 0)"
26,26,"(625, 0, 200)","(375, 0, 100)"
27,27,"(375, 0, 200)","(625, 0, 100)"
28,28,"(125, 0, 200)","(125, 0, 150)"
29,29,"(125, 0, 100)","(375, 0, 200)"
