Truck_id,Route_id,Pick_station,Drop_station
0,0,"(625, 0, 200)","(625, 0, 50)"
1,1,"(625, 0, 150)","(375, 0, 200)"
2,2,"(625, 0, 200)","(125, 0, 50)"
3,3,"(625, 0, 100)","(375, 0, 200)"
4,4,"(125, 0, 200)","(625, 0, 0)"
5,5,"(125, 0, 50)","(375, 0, 200)"
6,6,"(375, 0, 50)","(625, 0, 200)"
7,7,"(375, 0, 100)","(625, 0, 200)"
8,8,"(625, 0, 200)","(625, 0, 50)"
9,9,"(125, 0, 0)","(125, 0, 200)"
10,10,"(125, 0, 200)","(125, 0, 150)"
11,11,"(375, 0, 150)","(375, 0, 200)"
12,12,"(625, 0, 150)","(125, 0, 200)"
13,13,"(375, 0, 50)","(125, 0, 200)"
14,14,"(125, 0, 200)","(375, 0, 150)"
15,15,"(125, 0, 50)","(125, 0, 200)"
16,16,"(375, 0, 200)","(125, 0, 150)"
17,17,"(125, 0, 100)","(125, 0, 200)"
18,18,"(625, 0, 200)","(375, 0, 0)"
19,19,"(125, 0, 200)","(125, 0, 100)"
20,20,"(125, 0, 200)","(375, 0, 100)"
21,21,"(375, 0, 200)","(625, 0, 50)"
22,22,"(625, 0, 200)","(625, 0, 100)"
23,23,"(625, 0, 200)","(375, 0, 0)"
24,24,"(625, 0, 0)","(375, 0, 200)"
25,25,"(125, 0, 0)","(625, 0, 200)"
26,26,"(625, 0, 0)","(125, 0, 200)"
27,27,"(375, 0, 50)","(375, 0, 200)"
28,28,"(375, 0, 200)","(375, 0, 150)"
29,29,"(625, 0, 150)","(375, 0, 200)"
30,30,"(375, 0, 100)","(375, 0, 200)"
31,31,"(125, 0, 200)","(625, 0, 100)"
32,32,"(125, 0, 0)","(625, 0, 200)"
33,33,"(625, 0, 200)","(125, 0, 100)"
34,34,"(375, 0, 0)","(375, 0, 200)"
