Truck_id,Route_id,Pick_station,Drop_station
0,0,"(375, 0, 0)","(125, 0, 200)"
1,1,"(375, 0, 100)","(375, 0, 200)"
2,2,"(375, 0, 200)","(125, 0, 100)"
3,3,"(375, 0, 200)","(125, 0, 100)"
4,4,"(375, 0, 50)","(625, 0, 200)"
5,5,"(625, 0, 200)","(125, 0, 50)"
6,6,"(125, 0, 200)","(375, 0, 150)"
7,7,"(625, 0, 200)","(625, 0, 100)"
8,8,"(125, 0, 200)","(125, 0, 150)"
9,9,"(125, 0, 50)","(125, 0, 200)"
10,10,"(625, 0, 150)","(375, 0, 200)"
11,11,"(625, 0, 0)","(125, 0, 200)"
12,12,"(375, 0, 200)","(125, 0, 150)"
13,13,"(125, 0, 0)","(375, 0, 200)"
14,14,"(625, 0, 50)","(375, 0, 200)"
15,15,"(125, 0, 200)","(625, 0, 100)"
16,16,"(625, 0, 200)","(625, 0, 50)"
17,17,"(375, 0, 150)","(125, 0, 200)"
18,18,"(125, 0, 100)","(375, 0, 200)"
19,19,"(375, 0, 100)","(625, 0, 200)"
20,20,"(625, 0, 200)","(625, 0, 100)"
21,21,"(125, 0, 200)","(375, 0, 150)"
22,22,"(375, 0, 50)","(625, 0, 200)"
23,23,"(125, 0, 50)","(625, 0, 200)"
24,24,"(375, 0, 200)","(125, 0, 0)"
25,25,"(625, 0, 50)","(625, 0, 200)"
26,26,"(375, 0, 0)","(125, 0, 200)"
27,27,"(375, 0, 200)","(625, 0, 0)"
28,28,"(625, 0, 200)","(625, 0, 150)"
29,29,"(375, 0, 100)","(625, 0, 200)"
30,30,"(125, 0, 0)","(125, 0, 200)"
31,31,"(625, 0, 150)","(125, 0, 200)"
32,32,"(625, 0, 200)","(125, 0, 150)"
33,33,"(125, 0, 200)","(375, 0, 0)"
34,34,"(625, 0, 0)","(375, 0, 200)"
