Truck_id,Route_id,Pick_station,Drop_station
0,0,"(375, 0, 150)","(375, 0, 200)"
1,1,"(125, 0, 0)","(375, 0, 200)"
2,2,"(125, 0, 150)","(375, 0, 200)"
3,3,"(375, 0, 150)","(625, 0, 200)"
4,4,"(125, 0, 50)","(625, 0, 200)"
5,5,"(375, 0, 100)","(125, 0, 200)"
6,6,"(375, 0, 200)","(125, 0, 0)"
7,7,"(375, 0, 0)","(125, 0, 200)"
8,8,"(625, 0, 200)","(625, 0, 150)"
9,9,"(625, 0, 0)","(625, 0, 200)"
10,10,"(625, 0, 200)","(125, 0, 50)"
11,11,"(375, 0, 50)","(625, 0, 200)"
12,12,"(125, 0, 100)","(125, 0, 200)"
13,13,"(625, 0, 50)","(625, 0, 200)"
14,14,"(125, 0, 200)","(375, 0, 0)"
15,15,"(625, 0, 150)","(125, 0, 200)"
16,16,"(125, 0, 200)","(625, 0, 100)"
17,17,"(125, 0, 150)","(375, 0, 200)"
18,18,"(625, 0, 200)","(625, 0, 0)"
19,19,"(375, 0, 150)","(125, 0, 200)"
20,20,"(625, 0, 100)","(375, 0, 200)"
21,21,"(375, 0, 200)","(125, 0, 100)"
22,22,"(625, 0, 50)","(375, 0, 200)"
23,23,"(125, 0, 200)","(375, 0, 100)"
24,24,"(375, 0, 50)","(125, 0, 200)"
