Truck_id,Route_id,Pick_station,Drop_station
0,0,"(125, 0, 200)","(625, 0, 0)"
1,1,"(625, 0, 200)","(375, 0, 0)"
2,2,"(125, 0, 200)","(625, 0, 100)"
3,3,"(625, 0, 200)","(375, 0, 150)"
4,4,"(375, 0, 200)","(625, 0, 150)"
5,5,"(375, 0, 150)","(625, 0, 200)"
6,6,"(125, 0, 50)","(375, 0, 200)"
7,7,"(375, 0, 200)","(125, 0, 150)"
8,8,"(375, 0, 200)","(125, 0, 100)"
9,9,"(125, 0, 50)","(375, 0, 200)"
10,10,"(625, 0, 0)","(625, 0, 200)"
11,11,"(125, 0, 200)","(625, 0, 150)"
12,12,"(375, 0, 50)","(625, 0, 200)"
13,13,"(375, 0, 0)","(625, 0, 200)"
14,14,"(375, 0, 50)","(125, 0, 200)"
15,15,"(125, 0, 0)","(625, 0, 200)"
16,16,"(375, 0, 100)","(125, 0, 200)"
17,17,"(625, 0, 0)","(625, 0, 200)"
18,18,"(125, 0, 200)","(625, 0, 50)"
19,19,"(625, 0, 200)","(625, 0, 50)"
20,20,"(375, 0, 200)","(125, 0, 100)"
21,21,"(375, 0, 200)","(125, 0, 0)"
22,22,"(375, 0, 50)","(125, 0, 200)"
23,23,"(625, 0, 200)","(375, 0, 100)"
24,24,"(125, 0, 50)","(375, 0, 200)"
25,25,"(125, 0, 200)","(125, 0, 150)"
26,26,"(375, 0, 0)","(375, 0, 200)"
27,27,"(375, 0, 200)","(625, 0, 50)"
28,28,"(125, 0, 200)","(625, 0, 100)"
29,29,"(125, 0, 200)","(125, 0, 100)"
