Truck_id,Route_id,Pick_station,Drop_station
0,0,"(375, 0, 200)","(625, 0, 50)"
1,1,"(375, 0, 200)","(375, 0, 150)"
2,2,"(375, 0, 200)","(625, 0, 100)"
3,3,"(125, 0, 200)","(625, 0, 50)"
4,4,"(625, 0, 200)","(125, 0, 150)"
5,5,"(625, 0, 0)","(625, 0, 200)"
6,6,"(375, 0, 50)","(375, 0, 200)"
7,7,"(625, 0, 200)","(125, 0, 150)"
8,8,"(125, 0, 200)","(375, 0, 0)"
9,9,"(125, 0, 0)","(125, 0, 200)"
10,10,"(625, 0, 100)","(125, 0, 200)"
11,11,"(125, 0, 200)","(375, 0, 100)"
12,12,"(625, 0, 150)","(125, 0, 200)"
13,13,"(125, 0, 50)","(625, 0, 200)"
14,14,"(125, 0, 100)","(625, 0, 200)"
15,15,"(625, 0, 200)","(125, 0, 100)"
16,16,"(375, 0, 50)","(375, 0, 200)"
17,17,"(375, 0, 150)","(625, 0, 200)"
18,18,"(125, 0, 100)","(625, 0, 200)"
19,19,"(625, 0, 200)","(375, 0, 0)"
20,20,"(375, 0, 200)","(375, 0, 50)"
21,21,"(125, 0, 200)","(625, 0, 100)"
22,22,"(625, 0, 150)","(375, 0, 200)"
23,23,"(625, 0, 0)","(125, 0, 200)"
24,24,"(125, 0, 50)","(125, 0, 200)"
25,25,"(375, 0, 100)","(375, 0, 200)"
26,26,"(125, 0, 0)","(375, 0, 200)"
27,27,"(125, 0, 200)","(625, 0, 150)"
28,28,"(625, 0, 0)","(625, 0, 200)"
29,29,"(375, 0, 200)","(375, 0, 100)"
