Truck_id,Route_id,Pick_station,Drop_station
0,0,"(625, 0, 100)","(375, 0, 200)"
1,1,"(125, 0, 50)","(375, 0, 200)"
2,2,"(125, 0, 200)","(375, 0, 100)"
3,3,"(625, 0, 200)","(375, 0, 50)"
4,4,"(625, 0, 200)","(625, 0, 50)"
5,5,"(625, 0, 200)","(125, 0, 100)"
6,6,"(625, 0, 0)","(625, 0, 200)"
7,7,"(125, 0, 100)","(125, 0, 200)"
8,8,"(375, 0, 200)","(375, 0, 50)"
9,9,"(625, 0, 200)","(125, 0, 150)"
10,10,"(625, 0, 100)","(375, 0, 200)"
11,11,"(125, 0, 0)","(625, 0, 200)"
12,12,"(125, 0, 0)","(125, 0, 200)"
13,13,"(375, 0, 200)","(125, 0, 50)"
14,14,"(125, 0, 200)","(375, 0, 150)"
15,15,"(625, 0, 100)","(375, 0, 200)"
16,16,"(375, 0, 0)","(375, 0, 200)"
17,17,"(625, 0, 50)","(625, 0, 200)"
18,18,"(625, 0, 150)","(125, 0, 200)"
19,19,"(125, 0, 200)","(625, 0, 150)"
20,20,"(125, 0, 200)","(125, 0, 150)"
21,21,"(125, 0, 200)","(125, 0, 150)"
22,22,"(375, 0, 100)","(625, 0, 200)"
23,23,"(375, 0, 150)","(375, 0, 200)"
24,24,"(375, 0, 50)","(375, 0, 200)"
25,25,"(625, 0, 0)","(375, 0, 200)"
26,26,"(125, 0, 50)","(125, 0, 200)"
27,27,"(625, 0, 200)","(375, 0, 0)"
28,28,"(125, 0, 0)","(125, 0, 200)"
29,29,"(625, 0, 200)","(375, 0, 0)"
