Truck_id,Route_id,Pick_station,Drop_station
0,0,"(625, 0, 50)","(375, 0, 200)"
1,1,"(625, 0, 0)","(375, 0, 200)"
2,2,"(375, 0, 200)","(125, 0, 0)"
3,3,"(375, 0, 100)","(125, 0, 200)"
4,4,"(125, 0, 200)","(375, 0, 150)"
5,5,"(625, 0, 150)","(625, 0, 200)"
6,6,"(625, 0, 200)","(375, 0, 150)"
7,7,"(375, 0, 200)","(125, 0, 0)"
8,8,"(125, 0, 150)","(625, 0, 200)"
9,9,"(625, 0, 200)","(125, 0, 50)"
10,10,"(625, 0, 200)","(625, 0, 100)"
11,11,"(375, 0, 200)","(125, 0, 100)"
12,12,"(375, 0, 100)","(125, 0, 200)"
13,13,"(625, 0, 200)","(375, 0, 0)"
14,14,"(125, 0, 200)","(625, 0, 100)"
15,15,"(375, 0, 200)","(375, 0, 50)"
16,16,"(375, 0, 200)","(125, 0, 100)"
17,17,"(625, 0, 200)","(625, 0, 150)"
18,18,"(625, 0, 0)","(625, 0, 200)"
19,19,"(125, 0, 200)","(125, 0, 150)"
20,20,"(625, 0, 200)","(125, 0, 50)"
21,21,"(375, 0, 50)","(125, 0, 200)"
22,22,"(375, 0, 0)","(125, 0, 200)"
23,23,"(625, 0, 150)","(375, 0, 200)"
24,24,"(125, 0, 200)","(625, 0, 50)"
