Truck_id,Route_id,Pick_station,Drop_station
0,0,"(125, 0, 200)","(375, 0, 100)"
1,1,"(125, 0, 200)","(625, 0, 100)"
2,2,"(375, 0, 200)","(375, 0, 50)"
3,3,"(375, 0, 0)","(625, 0, 200)"
4,4,"(375, 0, 200)","(625, 0, 50)"
5,5,"(625, 0, 0)","(625, 0, 200)"
6,6,"(625, 0, 150)","(375, 0, 200)"
7,7,"(625, 0, 200)","(125, 0, 100)"
8,8,"(125, 0, 0)","(625, 0, 200)"
9,9,"(375, 0, 200)","(625, 0, 0)"
10,10,"(625, 0, 200)","(625, 0, 100)"
11,11,"(125, 0, 200)","(375, 0, 150)"
12,12,"(125, 0, 150)","(375, 0, 200)"
13,13,"(375, 0, 150)","(625, 0, 200)"
14,14,"(625, 0, 200)","(125, 0, 50)"
15,15,"(625, 0, 200)","(375, 0, 100)"
16,16,"(125, 0, 0)","(375, 0, 200)"
17,17,"(625, 0, 0)","(375, 0, 200)"
18,18,"(375, 0, 100)","(375, 0, 200)"
19,19,"(125, 0, 150)","(125, 0, 200)"
20,20,"(625, 0, 150)","(625, 0, 200)"
21,21,"(375, 0, 50)","(125, 0, 200)"
22,22,"(375, 0, 0)","(125, 0, 200)"
23,23,"(375, 0, 200)","(125, 0, 0)"
24,24,"(125, 0, 200)","(625, 0, 50)"
25,25,"(375, 0, 150)","(125, 0, 200)"
26,26,"(125, 0, 100)","(125, 0, 200)"
27,27,"(375, 0, 200)","(625, 0, 150)"
28,28,"(625, 0, 200)","(125, 0, 50)"
29,29,"(125, 0, 200)","(625, 0, 50)"
