Truck_id,Route_id,Pick_station,Drop_station
0,0,"(625, 0, 200)","(375, 0, 0)"
1,1,"(125, 0, 150)","(125, 0, 200)"
2,2,"(375, 0, 0)","(375, 0, 200)"
3,3,"(375, 0, 200)","(125, 0, 50)"
4,4,"(375, 0, 50)","(625, 0, 200)"
5,5,"(375, 0, 200)","(625, 0, 0)"
6,6,"(125, 0, 0)","(625, 0, 200)"
7,7,"(125, 0, 200)","(375, 0, 100)"
8,8,"(375, 0, 200)","(125, 0, 100)"
9,9,"(625, 0, 200)","(125, 0, 100)"
10,10,"(375, 0, 200)","(125, 0, 150)"
11,11,"(125, 0, 200)","(625, 0, 50)"
12,12,"(375, 0, 150)","(125, 0, 200)"
13,13,"(625, 0, 150)","(125, 0, 200)"
14,14,"(625, 0, 100)","(625, 0, 200)"
