Truck_id,Route_id,Pick_station,Drop_station
0,0,"(125, 0, 100)","(625, 0, 200)"
1,1,"(625, 0, 50)","(625, 0, 200)"
2,2,"(375, 0, 50)","(375, 0, 200)"
3,3,"(125, 0, 200)","(625, 0, 150)"
4,4,"(625, 0, 200)","(625, 0, 100)"
5,5,"(375, 0, 200)","(625, 0, 0)"
6,6,"(375, 0, 100)","(625, 0, 200)"
7,7,"(375, 0, 200)","(125, 0, 0)"
8,8,"(625, 0, 200)","(375, 0, 50)"
9,9,"(375, 0, 200)","(375, 0, 0)"
10,10,"(125, 0, 200)","(125, 0, 50)"
11,11,"(125, 0, 150)","(125, 0, 200)"
12,12,"(375, 0, 150)","(125, 0, 200)"
13,13,"(625, 0, 150)","(125, 0, 200)"
14,14,"(375, 0, 200)","(375, 0, 100)"
