Truck_id,Route_id,Pick_station,Drop_station
0,0,"(625, 0, 200)","(375, 0, 50)"
1,1,"(375, 0, 200)","(625, 0, 50)"
2,2,"(625, 0, 200)","(625, 0, 100)"
3,3,"(125, 0, 0)","(125, 0, 200)"
4,4,"(125, 0, 50)","(625, 0, 200)"
5,5,"(625, 0, 100)","(375, 0, 200)"
6,6,"(125, 0, 200)","(625, 0, 0)"
7,7,"(375, 0, 200)","(625, 0, 150)"
8,8,"(375, 0, 0)","(625, 0, 200)"
9,9,"(125, 0, 100)","(125, 0, 200)"
10,10,"(375, 0, 200)","(375, 0, 100)"
11,11,"(375, 0, 200)","(125, 0, 150)"
12,12,"(375, 0, 150)","(125, 0, 200)"
13,13,"(625, 0, 150)","(625, 0, 200)"
14,14,"(125, 0, 200)","(375, 0, 150)"
