Truck_id,Route_id,Pick_station,Drop_station
0,0,"(125, 0, 200)","(375, 0, 50)"
1,1,"(125, 0, 200)","(625, 0, 150)"
2,2,"(375, 0, 0)","(625, 0, 200)"
3,3,"(625, 0, 200)","(125, 0, 50)"
4,4,"(625, 0, 200)","(125, 0, 50)"
5,5,"(375, 0, 200)","(125, 0, 150)"
6,6,"(125, 0, 200)","(375, 0, 100)"
7,7,"(375, 0, 0)","(125, 0, 200)"
8,8,"(125, 0, 200)","(625, 0, 50)"
9,9,"(625, 0, 200)","(125, 0, 100)"
10,10,"(625, 0, 100)","(625, 0, 200)"
11,11,"(375, 0, 150)","(375, 0, 200)"
12,12,"(375, 0, 200)","(625, 0, 0)"
13,13,"(375, 0, 200)","(375, 0, 150)"
14,14,"(125, 0, 0)","(375, 0, 200)"
