Truck_id,Route_id,Pick_station,Drop_station
0,0,"(375, 0, 50)","(625, 0, 200)"
1,1,"(375, 0, 150)","(375, 0, 200)"
2,2,"(625, 0, 100)","(375, 0, 50)"
3,3,"(375, 0, 150)","(625, 0, 100)"
4,4,"(125, 0, 50)","(375, 0, 50)"
5,5,"(625, 0, 200)","(625, 0, 50)"
6,6,"(625, 0, 200)","(625, 0, 0)"
7,7,"(125, 0, 150)","(375, 0, 50)"
8,8,"(125, 0, 50)","(375, 0, 200)"
9,9,"(625, 0, 200)","(625, 0, 50)"
10,10,"(375, 0, 50)","(625, 0, 150)"
11,11,"(625, 0, 200)","(375, 0, 100)"
12,12,"(125, 0, 100)","(375, 0, 0)"
13,13,"(125, 0, 50)","(375, 0, 50)"
14,14,"(625, 0, 150)","(625, 0, 50)"
15,15,"(625, 0, 200)","(375, 0, 50)"
16,16,"(625, 0, 50)","(125, 0, 50)"
17,17,"(625, 0, 200)","(625, 0, 0)"
18,18,"(125, 0, 150)","(625, 0, 0)"
19,19,"(375, 0, 200)","(125, 0, 200)"
20,20,"(375, 0, 50)","(125, 0, 200)"
21,21,"(375, 0, 150)","(625, 0, 200)"
22,22,"(375, 0, 200)","(125, 0, 0)"
23,23,"(125, 0, 200)","(375, 0, 100)"
24,24,"(375, 0, 50)","(125, 0, 0)"
25,25,"(625, 0, 100)","(375, 0, 200)"
26,26,"(125, 0, 50)","(125, 0, 200)"
27,27,"(625, 0, 200)","(125, 0, 200)"
28,28,"(625, 0, 50)","(125, 0, 50)"
29,29,"(125, 0, 150)","(625, 0, 200)"
30,30,"(625, 0, 50)","(375, 0, 50)"
31,31,"(375, 0, 150)","(375, 0, 50)"
32,32,"(375, 0, 100)","(625, 0, 200)"
33,33,"(625, 0, 200)","(375, 0, 50)"
34,34,"(375, 0, 150)","(125, 0, 200)"
35,35,"(375, 0, 150)","(625, 0, 100)"
36,36,"(125, 0, 200)","(375, 0, 200)"
37,37,"(625, 0, 200)","(625, 0, 100)"
38,38,"(125, 0, 50)","(375, 0, 100)"
39,39,"(125, 0, 150)","(625, 0, 150)"
