Truck_id,Route_id,Pick_station,Drop_station
0,0,"(625, 0, 200)","(625, 0, 100)"
1,1,"(125, 0, 150)","(125, 0, 0)"
2,2,"(125, 0, 50)","(625, 0, 200)"
3,3,"(125, 0, 50)","(625, 0, 50)"
4,4,"(375, 0, 0)","(375, 0, 200)"
5,5,"(375, 0, 150)","(625, 0, 150)"
6,6,"(625, 0, 200)","(625, 0, 100)"
7,7,"(625, 0, 50)","(375, 0, 150)"
8,8,"(125, 0, 100)","(625, 0, 200)"
9,9,"(125, 0, 150)","(125, 0, 50)"
10,10,"(125, 0, 150)","(375, 0, 50)"
11,11,"(375, 0, 0)","(375, 0, 200)"
12,12,"(125, 0, 0)","(625, 0, 200)"
13,13,"(125, 0, 50)","(125, 0, 100)"
14,14,"(375, 0, 200)","(125, 0, 0)"
15,15,"(375, 0, 50)","(625, 0, 50)"
16,16,"(375, 0, 0)","(125, 0, 200)"
17,17,"(375, 0, 150)","(375, 0, 200)"
18,18,"(125, 0, 200)","(125, 0, 150)"
19,19,"(125, 0, 100)","(375, 0, 100)"
20,20,"(375, 0, 200)","(125, 0, 0)"
21,21,"(625, 0, 50)","(375, 0, 0)"
22,22,"(625, 0, 200)","(125, 0, 150)"
23,23,"(375, 0, 200)","(125, 0, 200)"
24,24,"(125, 0, 100)","(375, 0, 50)"
25,25,"(625, 0, 50)","(125, 0, 200)"
26,26,"(125, 0, 100)","(375, 0, 100)"
27,27,"(125, 0, 50)","(125, 0, 100)"
28,28,"(125, 0, 100)","(375, 0, 0)"
29,29,"(125, 0, 200)","(625, 0, 100)"
30,30,"(625, 0, 200)","(375, 0, 150)"
31,31,"(625, 0, 100)","(625, 0, 50)"
32,32,"(125, 0, 150)","(375, 0, 50)"
33,33,"(125, 0, 200)","(625, 0, 150)"
34,34,"(625, 0, 0)","(125, 0, 100)"
35,35,"(125, 0, 100)","(375, 0, 150)"
36,36,"(125, 0, 200)","(125, 0, 0)"
37,37,"(375, 0, 200)","(375, 0, 50)"
38,38,"(375, 0, 200)","(125, 0, 50)"
39,39,"(125, 0, 200)","(125, 0, 0)"
