Truck_id,Route_id,Pick_station,Drop_station
0,0,"(125, 0, 200)","(125, 0, 150)"
1,1,"(625, 0, 100)","(125, 0, 200)"
2,2,"(625, 0, 50)","(125, 0, 200)"
3,3,"(375, 0, 150)","(125, 0, 200)"
4,4,"(375, 0, 200)","(125, 0, 0)"
5,5,"(125, 0, 50)","(375, 0, 200)"
6,6,"(625, 0, 200)","(625, 0, 150)"
7,7,"(375, 0, 200)","(125, 0, 150)"
8,8,"(375, 0, 200)","(375, 0, 100)"
9,9,"(625, 0, 200)","(375, 0, 0)"
10,10,"(375, 0, 200)","(375, 0, 50)"
11,11,"(375, 0, 200)","(625, 0, 0)"
12,12,"(625, 0, 200)","(125, 0, 100)"
13,13,"(625, 0, 200)","(375, 0, 150)"
14,14,"(125, 0, 0)","(125, 0, 200)"
15,15,"(625, 0, 100)","(125, 0, 200)"
16,16,"(125, 0, 50)","(625, 0, 200)"
17,17,"(625, 0, 200)","(625, 0, 150)"
18,18,"(625, 0, 0)","(375, 0, 200)"
19,19,"(125, 0, 200)","(125, 0, 100)"
