Truck_id,Route_id,Pick_station,Drop_station
0,0,"(125, 0, 150)","(625, 0, 200)"
1,1,"(375, 0, 0)","(125, 0, 200)"
2,2,"(375, 0, 50)","(625, 0, 200)"
3,3,"(125, 0, 200)","(625, 0, 50)"
4,4,"(375, 0, 200)","(125, 0, 100)"
5,5,"(625, 0, 100)","(125, 0, 200)"
6,6,"(375, 0, 200)","(125, 0, 50)"
7,7,"(625, 0, 150)","(375, 0, 200)"
8,8,"(625, 0, 150)","(625, 0, 200)"
9,9,"(125, 0, 200)","(375, 0, 0)"
10,10,"(125, 0, 200)","(375, 0, 50)"
11,11,"(375, 0, 150)","(125, 0, 200)"
12,12,"(625, 0, 200)","(625, 0, 50)"
13,13,"(375, 0, 200)","(125, 0, 50)"
14,14,"(125, 0, 0)","(625, 0, 200)"
15,15,"(375, 0, 200)","(375, 0, 100)"
16,16,"(375, 0, 200)","(125, 0, 150)"
17,17,"(625, 0, 200)","(375, 0, 100)"
18,18,"(375, 0, 200)","(625, 0, 0)"
19,19,"(625, 0, 100)","(625, 0, 200)"
