Truck_id,Route_id,Pick_station,Drop_station
0,0,"(625, 0, 200)","(625, 0, 150)"
1,1,"(625, 0, 200)","(125, 0, 100)"
2,2,"(125, 0, 50)","(375, 0, 200)"
3,3,"(625, 0, 50)","(125, 0, 200)"
4,4,"(625, 0, 200)","(625, 0, 50)"
5,5,"(625, 0, 200)","(125, 0, 0)"
6,6,"(375, 0, 200)","(375, 0, 150)"
7,7,"(625, 0, 0)","(375, 0, 200)"
8,8,"(125, 0, 200)","(375, 0, 0)"
9,9,"(625, 0, 150)","(625, 0, 200)"
10,10,"(375, 0, 50)","(125, 0, 200)"
11,11,"(125, 0, 150)","(125, 0, 200)"
12,12,"(375, 0, 200)","(625, 0, 100)"
13,13,"(375, 0, 100)","(375, 0, 200)"
14,14,"(625, 0, 0)","(375, 0, 200)"
15,15,"(125, 0, 50)","(125, 0, 200)"
16,16,"(625, 0, 200)","(125, 0, 100)"
17,17,"(625, 0, 200)","(625, 0, 100)"
18,18,"(125, 0, 200)","(125, 0, 150)"
19,19,"(125, 0, 200)","(375, 0, 150)"
20,20,"(375, 0, 200)","(625, 0, 0)"
21,21,"(375, 0, 200)","(125, 0, 0)"
22,22,"(375, 0, 50)","(375, 0, 200)"
23,23,"(625, 0, 200)","(375, 0, 0)"
24,24,"(375, 0, 100)","(125, 0, 200)"
