Truck_id,Route_id,Pick_station,Drop_station
0,0,"(375, 0, 150)","(375, 0, 200)"
1,1,"(125, 0, 200)","(375, 0, 100)"
2,2,"(125, 0, 50)","(375, 0, 200)"
3,3,"(125, 0, 100)","(375, 0, 200)"
4,4,"(625, 0, 50)","(625, 0, 200)"
5,5,"(375, 0, 200)","(625, 0, 150)"
6,6,"(625, 0, 200)","(375, 0, 0)"
7,7,"(375, 0, 50)","(125, 0, 200)"
8,8,"(625, 0, 100)","(125, 0, 200)"
9,9,"(625, 0, 200)","(125, 0, 0)"
10,10,"(125, 0, 150)","(625, 0, 200)"
11,11,"(625, 0, 200)","(375, 0, 0)"
12,12,"(125, 0, 0)","(125, 0, 200)"
13,13,"(375, 0, 200)","(125, 0, 50)"
14,14,"(625, 0, 0)","(375, 0, 200)"
15,15,"(625, 0, 50)","(125, 0, 200)"
16,16,"(125, 0, 200)","(375, 0, 50)"
17,17,"(375, 0, 150)","(125, 0, 200)"
18,18,"(375, 0, 0)","(125, 0, 200)"
19,19,"(625, 0, 200)","(375, 0, 150)"
20,20,"(625, 0, 200)","(125, 0, 100)"
21,21,"(625, 0, 100)","(125, 0, 200)"
22,22,"(625, 0, 0)","(375, 0, 200)"
23,23,"(125, 0, 200)","(125, 0, 0)"
24,24,"(125, 0, 50)","(375, 0, 200)"
25,25,"(625, 0, 200)","(125, 0, 150)"
26,26,"(375, 0, 100)","(375, 0, 200)"
27,27,"(125, 0, 100)","(375, 0, 200)"
28,28,"(625, 0, 150)","(625, 0, 200)"
29,29,"(375, 0, 50)","(625, 0, 200)"
30,30,"(375, 0, 200)","(625, 0, 0)"
31,31,"(375, 0, 100)","(375, 0, 200)"
32,32,"(125, 0, 200)","(625, 0, 100)"
33,33,"(625, 0, 50)","(125, 0, 200)"
34,34,"(625, 0, 150)","(625, 0, 200)"
