Truck_id,Route_id,Pick_station,Drop_station
0,0,"(625, 0, 100)","(625, 0, 200)"
1,1,"(375, 0, 200)","(625, 0, 150)"
2,2,"(375, 0, 0)","(625, 0, 200)"
3,3,"(625, 0, 200)","(125, 0, 100)"
4,4,"(125, 0, 200)","(125, 0, 0)"
5,5,"(625, 0, 150)","(125, 0, 200)"
6,6,"(375, 0, 200)","(375, 0, 50)"
7,7,"(125, 0, 50)","(375, 0, 200)"
8,8,"(625, 0, 200)","(625, 0, 50)"
9,9,"(625, 0, 100)","(125, 0, 200)"
10,10,"(375, 0, 100)","(125, 0, 200)"
11,11,"(375, 0, 200)","(125, 0, 100)"
12,12,"(125, 0, 150)","(375, 0, 200)"
13,13,"(375, 0, 50)","(125, 0, 200)"
14,14,"(625, 0, 200)","(625, 0, 50)"
15,15,"(125, 0, 200)","(375, 0, 100)"
16,16,"(625, 0, 200)","(125, 0, 50)"
17,17,"(375, 0, 0)","(125, 0, 200)"
18,18,"(375, 0, 200)","(375, 0, 150)"
19,19,"(625, 0, 0)","(625, 0, 200)"
20,20,"(625, 0, 200)","(125, 0, 150)"
21,21,"(375, 0, 200)","(625, 0, 0)"
22,22,"(375, 0, 200)","(125, 0, 0)"
23,23,"(125, 0, 200)","(375, 0, 150)"
24,24,"(625, 0, 150)","(375, 0, 200)"
