Truck_id,Route_id,Pick_station,Drop_station
0,0,"(625, 0, 200)","(625, 0, 100)"
1,1,"(625, 0, 0)","(375, 0, 200)"
2,2,"(125, 0, 50)","(125, 0, 200)"
3,3,"(625, 0, 50)","(125, 0, 200)"
4,4,"(625, 0, 200)","(375, 0, 0)"
5,5,"(625, 0, 200)","(125, 0, 100)"
6,6,"(375, 0, 200)","(625, 0, 100)"
7,7,"(625, 0, 0)","(375, 0, 200)"
8,8,"(125, 0, 200)","(375, 0, 0)"
9,9,"(625, 0, 150)","(625, 0, 200)"
10,10,"(375, 0, 50)","(375, 0, 200)"
11,11,"(125, 0, 150)","(125, 0, 200)"
12,12,"(125, 0, 50)","(375, 0, 200)"
13,13,"(375, 0, 100)","(125, 0, 200)"
14,14,"(375, 0, 200)","(125, 0, 0)"
15,15,"(375, 0, 200)","(625, 0, 0)"
16,16,"(625, 0, 200)","(125, 0, 0)"
17,17,"(625, 0, 200)","(125, 0, 100)"
18,18,"(125, 0, 200)","(375, 0, 150)"
19,19,"(125, 0, 200)","(125, 0, 150)"
20,20,"(375, 0, 200)","(375, 0, 150)"
21,21,"(625, 0, 200)","(625, 0, 50)"
22,22,"(375, 0, 50)","(125, 0, 200)"
23,23,"(625, 0, 200)","(625, 0, 150)"
24,24,"(375, 0, 100)","(375, 0, 200)"
