Truck_id,Route_id,Pick_station,Drop_station
0,0,"(375, 0, 100)","(625, 0, 200)"
1,1,"(625, 0, 100)","(625, 0, 200)"
2,2,"(125, 0, 100)","(375, 0, 200)"
3,3,"(625, 0, 0)","(125, 0, 200)"
4,4,"(375, 0, 200)","(125, 0, 150)"
5,5,"(625, 0, 100)","(625, 0, 200)"
6,6,"(375, 0, 50)","(125, 0, 200)"
7,7,"(125, 0, 50)","(375, 0, 200)"
8,8,"(625, 0, 50)","(625, 0, 200)"
9,9,"(125, 0, 200)","(375, 0, 0)"
10,10,"(375, 0, 150)","(625, 0, 200)"
11,11,"(375, 0, 200)","(625, 0, 50)"
12,12,"(625, 0, 200)","(375, 0, 100)"
13,13,"(125, 0, 200)","(125, 0, 0)"
14,14,"(375, 0, 200)","(125, 0, 0)"
15,15,"(125, 0, 200)","(375, 0, 0)"
16,16,"(125, 0, 200)","(125, 0, 100)"
17,17,"(625, 0, 0)","(625, 0, 200)"
18,18,"(125, 0, 200)","(625, 0, 150)"
19,19,"(125, 0, 200)","(625, 0, 150)"
20,20,"(375, 0, 200)","(375, 0, 150)"
21,21,"(375, 0, 50)","(625, 0, 200)"
22,22,"(375, 0, 200)","(125, 0, 150)"
23,23,"(625, 0, 150)","(625, 0, 200)"
24,24,"(375, 0, 200)","(125, 0, 50)"
