Truck_id,Route_id,Pick_station,Drop_station
0,0,"(125, 0, 0)","(625, 0, 200)"
1,1,"(375, 0, 200)","(125, 0, 50)"
2,2,"(125, 0, 200)","(625, 0, 0)"
3,3,"(375, 0, 100)","(125, 0, 200)"
4,4,"(375, 0, 200)","(125, 0, 150)"
5,5,"(625, 0, 200)","(125, 0, 100)"
6,6,"(375, 0, 50)","(125, 0, 200)"
7,7,"(625, 0, 200)","(625, 0, 50)"
8,8,"(375, 0, 200)","(375, 0, 100)"
9,9,"(125, 0, 150)","(375, 0, 200)"
10,10,"(375, 0, 0)","(625, 0, 200)"
11,11,"(125, 0, 100)","(375, 0, 200)"
12,12,"(125, 0, 200)","(625, 0, 150)"
13,13,"(625, 0, 150)","(375, 0, 200)"
14,14,"(125, 0, 200)","(375, 0, 0)"
15,15,"(625, 0, 0)","(625, 0, 200)"
16,16,"(125, 0, 200)","(125, 0, 50)"
17,17,"(375, 0, 200)","(625, 0, 100)"
18,18,"(125, 0, 200)","(375, 0, 150)"
19,19,"(625, 0, 200)","(625, 0, 50)"
20,20,"(375, 0, 100)","(375, 0, 200)"
21,21,"(125, 0, 0)","(625, 0, 200)"
22,22,"(625, 0, 200)","(375, 0, 50)"
23,23,"(125, 0, 200)","(375, 0, 150)"
24,24,"(625, 0, 100)","(375, 0, 200)"
