Truck_id,Route_id,Pick_station,Drop_station
0,0,"(125, 0, 0)","(125, 0, 200)"
1,1,"(375, 0, 200)","(625, 0, 100)"
2,2,"(125, 0, 50)","(625, 0, 200)"
3,3,"(375, 0, 100)","(625, 0, 200)"
4,4,"(375, 0, 150)","(625, 0, 200)"
5,5,"(375, 0, 200)","(375, 0, 0)"
6,6,"(625, 0, 200)","(625, 0, 0)"
7,7,"(125, 0, 200)","(125, 0, 100)"
8,8,"(375, 0, 200)","(375, 0, 0)"
9,9,"(125, 0, 200)","(625, 0, 100)"
10,10,"(125, 0, 150)","(125, 0, 200)"
11,11,"(375, 0, 100)","(125, 0, 200)"
12,12,"(375, 0, 200)","(625, 0, 150)"
13,13,"(625, 0, 50)","(625, 0, 200)"
14,14,"(375, 0, 200)","(375, 0, 50)"
