Truck_id,Route_id,Pick_station,Drop_station
0,0,"(625, 0, 200)","(125, 0, 50)"
1,1,"(125, 0, 0)","(625, 0, 200)"
2,2,"(625, 0, 0)","(375, 0, 200)"
3,3,"(375, 0, 200)","(125, 0, 0)"
4,4,"(625, 0, 200)","(125, 0, 100)"
5,5,"(375, 0, 200)","(125, 0, 50)"
6,6,"(375, 0, 150)","(625, 0, 200)"
7,7,"(125, 0, 200)","(625, 0, 150)"
8,8,"(125, 0, 200)","(625, 0, 100)"
9,9,"(375, 0, 50)","(625, 0, 200)"
10,10,"(125, 0, 100)","(375, 0, 200)"
11,11,"(125, 0, 200)","(375, 0, 0)"
12,12,"(125, 0, 200)","(625, 0, 150)"
13,13,"(375, 0, 200)","(375, 0, 150)"
14,14,"(125, 0, 200)","(375, 0, 100)"
15,15,"(375, 0, 200)","(625, 0, 50)"
16,16,"(625, 0, 200)","(375, 0, 0)"
17,17,"(125, 0, 200)","(375, 0, 150)"
18,18,"(625, 0, 0)","(375, 0, 200)"
19,19,"(375, 0, 50)","(625, 0, 200)"
20,20,"(125, 0, 200)","(625, 0, 50)"
21,21,"(625, 0, 100)","(125, 0, 200)"
22,22,"(125, 0, 150)","(375, 0, 200)"
23,23,"(625, 0, 200)","(625, 0, 50)"
24,24,"(125, 0, 50)","(625, 0, 200)"
25,25,"(625, 0, 200)","(375, 0, 0)"
26,26,"(125, 0, 200)","(375, 0, 100)"
27,27,"(375, 0, 200)","(125, 0, 150)"
28,28,"(125, 0, 200)","(625, 0, 100)"
29,29,"(375, 0, 100)","(375, 0, 200)"
