Truck_id,Route_id,Pick_station,Drop_station
0,0,"(125, 0, 50)","(625, 0, 200)"
1,1,"(625, 0, 200)","(625, 0, 0)"
2,2,"(375, 0, 0)","(625, 0, 200)"
3,3,"(125, 0, 200)","(625, 0, 100)"
4,4,"(375, 0, 200)","(625, 0, 50)"
5,5,"(125, 0, 100)","(625, 0, 200)"
6,6,"(125, 0, 200)","(375, 0, 150)"
7,7,"(625, 0, 150)","(375, 0, 200)"
8,8,"(125, 0, 200)","(125, 0, 50)"
9,9,"(375, 0, 200)","(375, 0, 100)"
10,10,"(625, 0, 200)","(375, 0, 50)"
11,11,"(125, 0, 0)","(125, 0, 200)"
12,12,"(125, 0, 200)","(375, 0, 150)"
13,13,"(375, 0, 200)","(125, 0, 150)"
14,14,"(375, 0, 200)","(625, 0, 0)"
