Truck_id,Route_id,Pick_station,Drop_station
0,0,"(625, 0, 200)","(625, 0, 0)"
1,1,"(375, 0, 50)","(125, 0, 200)"
2,2,"(625, 0, 50)","(625, 0, 200)"
3,3,"(625, 0, 200)","(125, 0, 50)"
4,4,"(125, 0, 200)","(125, 0, 150)"
5,5,"(375, 0, 200)","(125, 0, 50)"
6,6,"(125, 0, 200)","(625, 0, 0)"
7,7,"(375, 0, 0)","(125, 0, 200)"
8,8,"(375, 0, 100)","(375, 0, 200)"
9,9,"(375, 0, 100)","(625, 0, 200)"
10,10,"(125, 0, 200)","(125, 0, 100)"
11,11,"(375, 0, 200)","(625, 0, 150)"
12,12,"(625, 0, 200)","(625, 0, 100)"
13,13,"(125, 0, 0)","(375, 0, 200)"
14,14,"(375, 0, 150)","(375, 0, 200)"
