Truck_id,Route_id,Pick_station,Drop_station
0,0,"(375, 0, 50)","(625, 0, 200)"
1,1,"(625, 0, 200)","(125, 0, 0)"
2,2,"(375, 0, 0)","(625, 0, 200)"
3,3,"(375, 0, 200)","(375, 0, 150)"
4,4,"(625, 0, 150)","(375, 0, 200)"
5,5,"(625, 0, 200)","(375, 0, 150)"
6,6,"(625, 0, 100)","(125, 0, 200)"
7,7,"(125, 0, 200)","(625, 0, 100)"
8,8,"(375, 0, 200)","(625, 0, 50)"
9,9,"(375, 0, 200)","(375, 0, 50)"
10,10,"(625, 0, 200)","(125, 0, 150)"
11,11,"(125, 0, 200)","(625, 0, 150)"
12,12,"(125, 0, 200)","(375, 0, 50)"
13,13,"(125, 0, 100)","(125, 0, 200)"
14,14,"(375, 0, 100)","(125, 0, 200)"
15,15,"(125, 0, 200)","(125, 0, 0)"
16,16,"(625, 0, 200)","(125, 0, 100)"
17,17,"(625, 0, 0)","(375, 0, 200)"
18,18,"(375, 0, 0)","(375, 0, 200)"
19,19,"(125, 0, 200)","(625, 0, 0)"
20,20,"(125, 0, 200)","(125, 0, 150)"
21,21,"(375, 0, 100)","(375, 0, 200)"
22,22,"(125, 0, 200)","(125, 0, 50)"
23,23,"(375, 0, 200)","(375, 0, 150)"
24,24,"(375, 0, 200)","(625, 0, 50)"
25,25,"(125, 0, 50)","(625, 0, 200)"
26,26,"(625, 0, 100)","(625, 0, 200)"
27,27,"(625, 0, 200)","(125, 0, 150)"
28,28,"(375, 0, 200)","(125, 0, 0)"
29,29,"(125, 0, 100)","(625, 0, 200)"
