Truck_id,Route_id,Pick_station,Drop_station
0,0,"(625, 0, 50)","(375, 0, 200)"
1,1,"(375, 0, 50)","(125, 0, 200)"
2,2,"(625, 0, 100)","(625, 0, 200)"
3,3,"(375, 0, 200)","(625, 0, 150)"
4,4,"(375, 0, 100)","(375, 0, 200)"
5,5,"(375, 0, 200)","(625, 0, 0)"
6,6,"(125, 0, 200)","(125, 0, 50)"
7,7,"(375, 0, 150)","(125, 0, 200)"
8,8,"(625, 0, 150)","(375, 0, 200)"
9,9,"(625, 0, 50)","(375, 0, 200)"
10,10,"(375, 0, 100)","(625, 0, 200)"
11,11,"(625, 0, 0)","(375, 0, 200)"
12,12,"(625, 0, 200)","(625, 0, 0)"
13,13,"(625, 0, 50)","(625, 0, 200)"
14,14,"(125, 0, 200)","(125, 0, 150)"
15,15,"(375, 0, 200)","(125, 0, 100)"
16,16,"(125, 0, 100)","(375, 0, 200)"
17,17,"(625, 0, 200)","(125, 0, 0)"
18,18,"(125, 0, 150)","(625, 0, 200)"
19,19,"(375, 0, 200)","(625, 0, 0)"
20,20,"(125, 0, 50)","(375, 0, 200)"
21,21,"(125, 0, 200)","(375, 0, 50)"
22,22,"(625, 0, 100)","(125, 0, 200)"
23,23,"(625, 0, 200)","(375, 0, 0)"
24,24,"(125, 0, 200)","(625, 0, 150)"
25,25,"(625, 0, 150)","(125, 0, 200)"
26,26,"(125, 0, 0)","(375, 0, 200)"
27,27,"(125, 0, 200)","(625, 0, 100)"
28,28,"(125, 0, 150)","(375, 0, 200)"
29,29,"(125, 0, 200)","(375, 0, 50)"
30,30,"(125, 0, 150)","(375, 0, 200)"
31,31,"(375, 0, 150)","(625, 0, 200)"
32,32,"(625, 0, 100)","(125, 0, 200)"
33,33,"(375, 0, 200)","(625, 0, 0)"
34,34,"(625, 0, 150)","(375, 0, 200)"
35,35,"(375, 0, 100)","(625, 0, 200)"
36,36,"(625, 0, 150)","(625, 0, 200)"
37,37,"(125, 0, 150)","(375, 0, 200)"
38,38,"(125, 0, 200)","(375, 0, 50)"
39,39,"(375, 0, 200)","(125, 0, 0)"
