Truck_id,Route_id,Pick_station,Drop_station
0,0,"(625, 0, 150)","(375, 0, 200)"
1,1,"(625, 0, 50)","(125, 0, 200)"
2,2,"(625, 0, 0)","(125, 0, 200)"
3,3,"(125, 0, 200)","(625, 0, 50)"
4,4,"(625, 0, 200)","(125, 0, 50)"
5,5,"(375, 0, 200)","(125, 0, 50)"
6,6,"(125, 0, 200)","(375, 0, 0)"
7,7,"(625, 0, 200)","(125, 0, 100)"
8,8,"(125, 0, 0)","(625, 0, 200)"
9,9,"(375, 0, 200)","(375, 0, 50)"
10,10,"(375, 0, 100)","(375, 0, 200)"
11,11,"(125, 0, 100)","(125, 0, 200)"
12,12,"(375, 0, 200)","(625, 0, 0)"
13,13,"(375, 0, 100)","(375, 0, 200)"
14,14,"(625, 0, 100)","(375, 0, 200)"
15,15,"(375, 0, 150)","(125, 0, 200)"
16,16,"(375, 0, 100)","(125, 0, 200)"
17,17,"(625, 0, 200)","(375, 0, 150)"
18,18,"(625, 0, 200)","(375, 0, 50)"
19,19,"(625, 0, 150)","(125, 0, 200)"
20,20,"(125, 0, 150)","(625, 0, 200)"
21,21,"(625, 0, 200)","(625, 0, 150)"
22,22,"(125, 0, 0)","(125, 0, 200)"
23,23,"(375, 0, 200)","(125, 0, 150)"
24,24,"(625, 0, 0)","(375, 0, 200)"
25,25,"(625, 0, 100)","(625, 0, 200)"
26,26,"(375, 0, 50)","(625, 0, 200)"
27,27,"(125, 0, 50)","(375, 0, 200)"
28,28,"(125, 0, 200)","(625, 0, 100)"
29,29,"(625, 0, 200)","(375, 0, 0)"
