Truck_id,Route_id,Pick_station,Drop_station
0,0,"(125, 0, 200)","(625, 0, 50)"
1,1,"(375, 0, 100)","(625, 0, 200)"
2,2,"(375, 0, 200)","(125, 0, 150)"
3,3,"(125, 0, 200)","(625, 0, 100)"
4,4,"(375, 0, 0)","(125, 0, 200)"
5,5,"(375, 0, 200)","(125, 0, 100)"
6,6,"(625, 0, 50)","(375, 0, 200)"
7,7,"(625, 0, 0)","(625, 0, 200)"
8,8,"(375, 0, 200)","(375, 0, 50)"
9,9,"(125, 0, 50)","(125, 0, 200)"
10,10,"(125, 0, 200)","(125, 0, 150)"
11,11,"(625, 0, 150)","(125, 0, 200)"
12,12,"(125, 0, 200)","(375, 0, 0)"
13,13,"(375, 0, 150)","(625, 0, 200)"
14,14,"(125, 0, 0)","(375, 0, 200)"
15,15,"(375, 0, 50)","(625, 0, 200)"
16,16,"(125, 0, 150)","(125, 0, 200)"
17,17,"(125, 0, 200)","(125, 0, 100)"
18,18,"(625, 0, 150)","(625, 0, 200)"
19,19,"(125, 0, 100)","(375, 0, 200)"
20,20,"(625, 0, 100)","(625, 0, 200)"
21,21,"(625, 0, 50)","(625, 0, 200)"
22,22,"(375, 0, 50)","(625, 0, 200)"
23,23,"(375, 0, 100)","(625, 0, 200)"
24,24,"(375, 0, 200)","(125, 0, 50)"
25,25,"(375, 0, 0)","(625, 0, 200)"
26,26,"(125, 0, 50)","(375, 0, 200)"
27,27,"(125, 0, 0)","(375, 0, 200)"
28,28,"(375, 0, 200)","(625, 0, 0)"
29,29,"(375, 0, 150)","(125, 0, 200)"
