Truck_id,Route_id,Pick_station,Drop_station
0,0,"(375, 0, 150)","(625, 0, 200)"
1,1,"(125, 0, 50)","(375, 0, 200)"
2,2,"(125, 0, 100)","(125, 0, 200)"
3,3,"(125, 0, 200)","(375, 0, 150)"
4,4,"(625, 0, 200)","(625, 0, 100)"
5,5,"(375, 0, 50)","(125, 0, 200)"
6,6,"(375, 0, 200)","(375, 0, 0)"
7,7,"(625, 0, 200)","(625, 0, 0)"
8,8,"(625, 0, 100)","(125, 0, 200)"
9,9,"(375, 0, 200)","(125, 0, 100)"
10,10,"(625, 0, 200)","(375, 0, 0)"
11,11,"(625, 0, 150)","(375, 0, 200)"
12,12,"(375, 0, 100)","(375, 0, 200)"
13,13,"(125, 0, 200)","(125, 0, 0)"
14,14,"(625, 0, 200)","(375, 0, 100)"
15,15,"(125, 0, 200)","(625, 0, 100)"
16,16,"(625, 0, 200)","(125, 0, 50)"
17,17,"(625, 0, 200)","(625, 0, 50)"
18,18,"(625, 0, 200)","(625, 0, 0)"
19,19,"(625, 0, 150)","(375, 0, 200)"
20,20,"(375, 0, 50)","(125, 0, 200)"
21,21,"(375, 0, 150)","(375, 0, 200)"
22,22,"(125, 0, 200)","(125, 0, 150)"
23,23,"(375, 0, 200)","(625, 0, 0)"
24,24,"(125, 0, 50)","(375, 0, 200)"
25,25,"(125, 0, 200)","(375, 0, 100)"
26,26,"(375, 0, 200)","(375, 0, 100)"
27,27,"(625, 0, 200)","(125, 0, 150)"
28,28,"(125, 0, 150)","(125, 0, 200)"
29,29,"(125, 0, 0)","(125, 0, 200)"
30,30,"(125, 0, 100)","(625, 0, 200)"
31,31,"(375, 0, 200)","(375, 0, 0)"
32,32,"(625, 0, 150)","(625, 0, 200)"
33,33,"(375, 0, 200)","(625, 0, 50)"
34,34,"(625, 0, 200)","(125, 0, 100)"
35,35,"(125, 0, 150)","(125, 0, 200)"
36,36,"(375, 0, 50)","(375, 0, 200)"
37,37,"(625, 0, 50)","(125, 0, 200)"
38,38,"(125, 0, 0)","(125, 0, 200)"
39,39,"(625, 0, 200)","(125, 0, 50)"
