Truck_id,Route_id,Pick_station,Drop_station
0,0,"(375, 0, 200)","(625, 0, 100)"
1,1,"(125, 0, 0)","(125, 0, 200)"
2,2,"(625, 0, 200)","(125, 0, 0)"
3,3,"(375, 0, 200)","(625, 0, 100)"
4,4,"(375, 0, 50)","(375, 0, 200)"
5,5,"(125, 0, 50)","(375, 0, 200)"
6,6,"(625, 0, 0)","(375, 0, 200)"
7,7,"(375, 0, 200)","(625, 0, 50)"
8,8,"(125, 0, 100)","(625, 0, 200)"
9,9,"(375, 0, 150)","(125, 0, 200)"
10,10,"(375, 0, 200)","(125, 0, 0)"
11,11,"(125, 0, 200)","(375, 0, 150)"
12,12,"(625, 0, 50)","(125, 0, 200)"
13,13,"(625, 0, 150)","(625, 0, 200)"
14,14,"(125, 0, 150)","(625, 0, 200)"
15,15,"(625, 0, 50)","(375, 0, 200)"
16,16,"(375, 0, 200)","(375, 0, 150)"
17,17,"(125, 0, 200)","(125, 0, 150)"
18,18,"(625, 0, 150)","(125, 0, 200)"
19,19,"(625, 0, 200)","(375, 0, 50)"
20,20,"(125, 0, 150)","(375, 0, 200)"
21,21,"(375, 0, 50)","(625, 0, 200)"
22,22,"(125, 0, 50)","(625, 0, 200)"
23,23,"(625, 0, 100)","(625, 0, 200)"
24,24,"(125, 0, 200)","(625, 0, 50)"
25,25,"(625, 0, 0)","(625, 0, 200)"
26,26,"(375, 0, 200)","(625, 0, 150)"
27,27,"(125, 0, 200)","(375, 0, 100)"
28,28,"(125, 0, 200)","(125, 0, 100)"
29,29,"(625, 0, 200)","(375, 0, 0)"
30,30,"(375, 0, 200)","(125, 0, 0)"
31,31,"(125, 0, 50)","(625, 0, 200)"
32,32,"(375, 0, 50)","(625, 0, 200)"
33,33,"(625, 0, 200)","(125, 0, 100)"
34,34,"(375, 0, 200)","(125, 0, 150)"
35,35,"(625, 0, 100)","(125, 0, 200)"
36,36,"(375, 0, 200)","(125, 0, 50)"
37,37,"(125, 0, 200)","(125, 0, 50)"
38,38,"(625, 0, 200)","(125, 0, 0)"
39,39,"(375, 0, 200)","(375, 0, 100)"
40,40,"(375, 0, 150)","(625, 0, 200)"
41,41,"(125, 0, 200)","(125, 0, 100)"
42,42,"(125, 0, 200)","(375, 0, 0)"
43,43,"(375, 0, 200)","(375, 0, 100)"
44,44,"(625, 0, 0)","(625, 0, 200)"
45,45,"(125, 0, 200)","(375, 0, 150)"
46,46,"(375, 0, 200)","(375, 0, 0)"
47,47,"(625, 0, 150)","(625, 0, 200)"
48,48,"(125, 0, 0)","(375, 0, 200)"
49,49,"(375, 0, 0)","(375, 0, 200)"
50,50,"(125, 0, 50)","(125, 0, 200)"
51,51,"(625, 0, 100)","(375, 0, 200)"
52,52,"(375, 0, 150)","(125, 0, 200)"
53,53,"(625, 0, 50)","(125, 0, 200)"
54,54,"(375, 0, 100)","(375, 0, 200)"
55,55,"(625, 0, 200)","(375, 0, 100)"
56,56,"(125, 0, 100)","(625, 0, 200)"
57,57,"(125, 0, 150)","(625, 0, 200)"
58,58,"(625, 0, 0)","(125, 0, 200)"
59,59,"(375, 0, 50)","(625, 0, 200)"
60,60,"(125, 0, 200)","(625, 0, 150)"
61,61,"(625, 0, 200)","(375, 0, 0)"
62,62,"(375, 0, 200)","(625, 0, 150)"
63,63,"(625, 0, 0)","(125, 0, 200)"
64,64,"(125, 0, 150)","(125, 0, 200)"
