Truck_id,Route_id,Pick_station,Drop_station
0,0,"(375, 0, 200)","(375, 0, 0)"
1,1,"(125, 0, 200)","(125, 0, 0)"
2,2,"(125, 0, 200)","(125, 0, 100)"
3,3,"(125, 0, 200)","(125, 0, 150)"
4,4,"(625, 0, 150)","(125, 0, 200)"
5,5,"(625, 0, 50)","(375, 0, 200)"
6,6,"(125, 0, 100)","(625, 0, 200)"
7,7,"(625, 0, 100)","(625, 0, 200)"
8,8,"(625, 0, 200)","(375, 0, 0)"
9,9,"(625, 0, 0)","(625, 0, 200)"
10,10,"(125, 0, 50)","(375, 0, 200)"
11,11,"(625, 0, 50)","(375, 0, 200)"
12,12,"(375, 0, 200)","(625, 0, 150)"
13,13,"(375, 0, 50)","(625, 0, 200)"
14,14,"(375, 0, 200)","(125, 0, 50)"
15,15,"(625, 0, 200)","(375, 0, 150)"
16,16,"(375, 0, 200)","(375, 0, 150)"
17,17,"(625, 0, 100)","(125, 0, 200)"
18,18,"(625, 0, 0)","(125, 0, 200)"
19,19,"(375, 0, 100)","(125, 0, 200)"
