Truck_id,Route_id,Pick_station,Drop_station
0,0,"(625, 0, 200)","(125, 0, 0)"
1,1,"(125, 0, 150)","(625, 0, 200)"
2,2,"(375, 0, 0)","(625, 0, 200)"
3,3,"(125, 0, 100)","(125, 0, 200)"
4,4,"(125, 0, 200)","(625, 0, 100)"
5,5,"(375, 0, 200)","(125, 0, 50)"
6,6,"(625, 0, 100)","(125, 0, 200)"
7,7,"(375, 0, 100)","(375, 0, 200)"
8,8,"(375, 0, 200)","(125, 0, 100)"
9,9,"(375, 0, 150)","(375, 0, 200)"
10,10,"(125, 0, 200)","(375, 0, 100)"
11,11,"(625, 0, 50)","(625, 0, 200)"
12,12,"(625, 0, 200)","(125, 0, 50)"
13,13,"(125, 0, 0)","(375, 0, 200)"
14,14,"(625, 0, 50)","(625, 0, 200)"
15,15,"(375, 0, 150)","(125, 0, 200)"
16,16,"(375, 0, 200)","(375, 0, 150)"
17,17,"(625, 0, 200)","(125, 0, 150)"
18,18,"(375, 0, 0)","(125, 0, 200)"
19,19,"(125, 0, 200)","(625, 0, 0)"
20,20,"(125, 0, 200)","(625, 0, 150)"
21,21,"(375, 0, 50)","(375, 0, 200)"
22,22,"(375, 0, 200)","(625, 0, 150)"
23,23,"(125, 0, 200)","(625, 0, 0)"
24,24,"(625, 0, 200)","(375, 0, 50)"
