Truck_id,Route_id,Pick_station,Drop_station
0,0,"(125, 0, 100)","(625, 0, 200)"
1,1,"(375, 0, 150)","(625, 0, 200)"
2,2,"(375, 0, 0)","(375, 0, 200)"
3,3,"(625, 0, 0)","(375, 0, 200)"
4,4,"(125, 0, 200)","(125, 0, 0)"
5,5,"(375, 0, 200)","(375, 0, 0)"
6,6,"(625, 0, 200)","(375, 0, 50)"
7,7,"(375, 0, 200)","(375, 0, 100)"
8,8,"(125, 0, 200)","(125, 0, 100)"
9,9,"(125, 0, 50)","(625, 0, 200)"
10,10,"(625, 0, 150)","(625, 0, 200)"
11,11,"(125, 0, 0)","(125, 0, 200)"
12,12,"(125, 0, 200)","(625, 0, 100)"
13,13,"(625, 0, 200)","(625, 0, 50)"
14,14,"(375, 0, 200)","(125, 0, 150)"
15,15,"(125, 0, 200)","(375, 0, 0)"
16,16,"(625, 0, 150)","(125, 0, 200)"
17,17,"(125, 0, 0)","(125, 0, 200)"
18,18,"(125, 0, 50)","(375, 0, 200)"
19,19,"(625, 0, 0)","(625, 0, 200)"
20,20,"(375, 0, 200)","(125, 0, 150)"
21,21,"(625, 0, 50)","(125, 0, 200)"
22,22,"(125, 0, 200)","(375, 0, 50)"
23,23,"(125, 0, 200)","(125, 0, 100)"
24,24,"(625, 0, 200)","(625, 0, 150)"
25,25,"(375, 0, 150)","(375, 0, 200)"
26,26,"(375, 0, 100)","(625, 0, 200)"
27,27,"(375, 0, 200)","(125, 0, 150)"
28,28,"(625, 0, 100)","(375, 0, 200)"
29,29,"(625, 0, 200)","(375, 0, 150)"
