Truck_id,Route_id,Pick_station,Drop_station
0,0,"(125, 0, 200)","(375, 0, 100)"
1,1,"(125, 0, 0)","(125, 0, 200)"
2,2,"(125, 0, 200)","(125, 0, 100)"
3,3,"(625, 0, 200)","(625, 0, 0)"
4,4,"(625, 0, 100)","(375, 0, 200)"
5,5,"(625, 0, 200)","(125, 0, 0)"
6,6,"(625, 0, 50)","(125, 0, 200)"
7,7,"(625, 0, 150)","(625, 0, 200)"
8,8,"(375, 0, 200)","(375, 0, 100)"
9,9,"(375, 0, 200)","(625, 0, 50)"
10,10,"(375, 0, 100)","(375, 0, 200)"
11,11,"(625, 0, 0)","(125, 0, 200)"
12,12,"(375, 0, 200)","(375, 0, 0)"
13,13,"(375, 0, 200)","(375, 0, 0)"
14,14,"(625, 0, 200)","(125, 0, 50)"
15,15,"(625, 0, 200)","(375, 0, 150)"
16,16,"(125, 0, 200)","(375, 0, 50)"
17,17,"(125, 0, 150)","(125, 0, 200)"
18,18,"(625, 0, 200)","(125, 0, 100)"
19,19,"(375, 0, 50)","(125, 0, 200)"
20,20,"(625, 0, 100)","(375, 0, 200)"
21,21,"(125, 0, 0)","(375, 0, 200)"
22,22,"(625, 0, 200)","(125, 0, 150)"
23,23,"(625, 0, 200)","(125, 0, 50)"
24,24,"(625, 0, 0)","(375, 0, 200)"
25,25,"(125, 0, 50)","(125, 0, 200)"
26,26,"(375, 0, 200)","(375, 0, 150)"
27,27,"(625, 0, 150)","(625, 0, 200)"
28,28,"(625, 0, 100)","(625, 0, 200)"
29,29,"(125, 0, 200)","(125, 0, 150)"
