Truck_id,Route_id,Pick_station,Drop_station
0,0,"(375, 0, 200)","(125, 0, 100)"
1,1,"(375, 0, 150)","(625, 0, 200)"
2,2,"(125, 0, 200)","(625, 0, 150)"
3,3,"(375, 0, 200)","(125, 0, 50)"
4,4,"(375, 0, 100)","(375, 0, 200)"
5,5,"(125, 0, 100)","(625, 0, 200)"
6,6,"(625, 0, 200)","(625, 0, 100)"
7,7,"(375, 0, 200)","(375, 0, 50)"
8,8,"(625, 0, 200)","(375, 0, 50)"
9,9,"(625, 0, 0)","(375, 0, 200)"
10,10,"(125, 0, 150)","(375, 0, 200)"
11,11,"(125, 0, 200)","(125, 0, 0)"
12,12,"(125, 0, 50)","(125, 0, 200)"
13,13,"(125, 0, 200)","(625, 0, 150)"
14,14,"(625, 0, 200)","(375, 0, 150)"
15,15,"(625, 0, 200)","(625, 0, 50)"
16,16,"(625, 0, 200)","(125, 0, 50)"
17,17,"(625, 0, 100)","(625, 0, 200)"
18,18,"(625, 0, 200)","(625, 0, 50)"
19,19,"(375, 0, 200)","(125, 0, 150)"
20,20,"(125, 0, 200)","(625, 0, 100)"
21,21,"(125, 0, 200)","(125, 0, 0)"
22,22,"(125, 0, 200)","(375, 0, 0)"
23,23,"(625, 0, 200)","(375, 0, 0)"
24,24,"(625, 0, 150)","(375, 0, 200)"
25,25,"(125, 0, 0)","(125, 0, 200)"
26,26,"(125, 0, 200)","(375, 0, 100)"
27,27,"(375, 0, 100)","(125, 0, 200)"
28,28,"(375, 0, 200)","(375, 0, 50)"
29,29,"(625, 0, 0)","(375, 0, 200)"
