Truck_id,Route_id,Pick_station,Drop_station
0,0,"(625, 0, 100)","(625, 0, 200)"
1,1,"(375, 0, 150)","(625, 0, 200)"
2,2,"(125, 0, 200)","(125, 0, 0)"
3,3,"(625, 0, 200)","(625, 0, 50)"
4,4,"(375, 0, 100)","(375, 0, 200)"
5,5,"(125, 0, 200)","(375, 0, 0)"
6,6,"(375, 0, 200)","(375, 0, 50)"
7,7,"(625, 0, 0)","(375, 0, 200)"
8,8,"(625, 0, 200)","(375, 0, 50)"
9,9,"(375, 0, 200)","(125, 0, 150)"
10,10,"(125, 0, 150)","(375, 0, 200)"
11,11,"(125, 0, 200)","(375, 0, 100)"
12,12,"(125, 0, 50)","(125, 0, 200)"
13,13,"(125, 0, 0)","(125, 0, 200)"
14,14,"(625, 0, 200)","(625, 0, 50)"
15,15,"(125, 0, 100)","(625, 0, 200)"
16,16,"(125, 0, 200)","(625, 0, 150)"
17,17,"(625, 0, 200)","(375, 0, 150)"
18,18,"(625, 0, 200)","(625, 0, 100)"
19,19,"(625, 0, 200)","(125, 0, 50)"
20,20,"(375, 0, 200)","(125, 0, 50)"
21,21,"(125, 0, 200)","(625, 0, 150)"
22,22,"(375, 0, 200)","(125, 0, 100)"
23,23,"(625, 0, 200)","(375, 0, 0)"
24,24,"(625, 0, 150)","(375, 0, 200)"
25,25,"(125, 0, 200)","(625, 0, 100)"
26,26,"(125, 0, 200)","(125, 0, 0)"
27,27,"(375, 0, 100)","(125, 0, 200)"
28,28,"(625, 0, 0)","(375, 0, 200)"
29,29,"(375, 0, 200)","(375, 0, 50)"
